county,state,evangelicals,mainline protestant,catholic,orthodox,muslim,other
Prince of Wales-Outer Ketchikan,AK,0,0,0,0,0,0
Prince William ,VA,36833,18644,59551,0,17480,23214
Providence ,RI,16895,27143,276011,7325,1244,13896
Prowers ,CO,1835,1041,3617,0,0,445
Pueblo ,CO,14339,6572,72405,135,308,4946
Pulaski ,AR,128692,38729,23960,398,616,9112
Pulaski ,GA,3959,694,0,0,0,62
Pulaski ,IL,3330,441,386,0,0,49
Pulaski ,IN,2732,1582,1203,0,0,0
Pulaski ,KY,31865,3589,725,0,100,534
Pulaski ,MO,15862,979,452,0,0,1327
Pulaski ,VA,9065,4958,81,0,0,3
Pushmataha ,OK,7344,536,60,0,0,0
Putnam ,FL,20372,3733,2783,0,0,1772
Putnam ,GA,4542,1620,0,0,0,18
Putnam ,IL,67,829,1065,0,0,81
Putnam ,IN,6452,4847,1060,0,0,372
Putnam ,MO,2151,296,65,0,0,0
Putnam ,NY,1208,4017,41420,145,0,1588
Putnam ,OH,3661,2631,20794,0,0,0
Putnam ,TN,30222,4456,3500,0,0,1213
Putnam ,WV,7319,8846,1176,0,0,564
Quay ,NM,4299,655,3510,0,0,270
Queen Anne's ,MD,3072,6786,6673,0,0,230
Queens ,NY,84683,47425,677520,35765,81456,216495
Quitman ,GA,698,107,0,0,0,1
Quitman ,MS,3126,2316,0,0,0,0
Rabun ,GA,8198,1820,2018,0,0,1450
Racine ,WI,20564,21224,43335,2020,308,1213
Radford city,VA,3422,2520,0,0,0,3
Rains ,TX,3513,252,621,0,0,1
Raleigh ,WV,13615,6162,1688,64,308,1049
Ralls ,MO,2430,1274,353,0,0,0
Ramsey ,MN,42137,64738,124823,2070,4232,17440
Ramsey ,ND,616,3671,2439,0,0,134
Randall ,TX,59132,6465,1561,0,2542,3612
Randolph ,AL,9053,1978,149,0,0,1
Randolph ,AR,8689,288,1300,0,0,300
Randolph ,GA,2482,401,35,0,0,68
Randolph ,IL,9741,4352,7381,0,0,222
Randolph ,IN,3437,4374,698,0,0,92
Randolph ,MO,9227,2464,1634,0,0,418
Randolph ,NC,29662,17614,1585,0,308,904
Randolph ,WV,3725,5231,1168,0,0,768
Rankin ,MS,71549,10491,4096,0,0,2437
Ransom ,ND,550,3213,839,0,0,2
Rapides Parish,LA,58827,5844,21160,0,308,1813
Rappahannock ,VA,1320,934,401,0,0,3
Ravalli ,MT,4318,2522,2225,0,0,2644
Rawlins ,KS,477,497,622,0,0,0
Ray ,MO,6690,1839,291,0,0,181
Reagan ,TX,1470,231,1100,0,0,86
Real ,TX,1320,215,739,0,0,0
Red Lake ,MN,851,1256,1800,0,0,0
Red River ,TX,5169,1291,92,0,0,1
Red River Parish,LA,2704,332,187,0,0,207
Red Willow ,NE,2226,2206,3787,0,0,319
Redwood ,MN,3407,5007,4432,0,0,2
Reeves ,TX,2405,361,4800,0,0,170
Refugio ,TX,2688,706,2357,0,0,3
Reno ,KS,16408,9107,7000,0,0,1003
Rensselaer ,NY,3424,12867,44756,740,0,847
Renville ,MN,1966,6425,3859,0,0,0
Renville ,ND,176,1733,423,0,0,0
Republic ,KS,663,2077,437,0,0,0
Reynolds ,MO,3252,139,83,0,0,139
Rhea ,TN,12307,2441,400,0,0,175
Rice ,KS,1344,3244,1100,0,0,4
Rice ,MN,6461,12510,12337,0,312,840
Rich ,UT,0,0,0,0,0,1992
Richardson ,NE,1322,2312,1660,0,0,2
Richland ,IL,3899,2091,2692,0,0,375
Richland ,MT,1699,2125,1539,0,0,289
Richland ,ND,2842,4345,4423,0,0,145
Richland ,OH,27833,12355,9658,100,50,1072
Richland ,SC,93739,47813,16300,700,846,10136
Richland ,WI,1435,2706,2330,0,0,65
Richland Parish,LA,9633,1009,325,0,0,1
Richmond ,GA,50922,19128,15868,390,1924,5151
Richmond ,NY,15270,12037,254170,7311,8115,17563
Richmond ,NC,15823,5908,467,0,308,629
Richmond ,VA,3784,1089,0,0,0,0
Richmond city,VA,47991,47637,18540,2030,6992,15074
Riley ,KS,9144,7522,5964,25,308,1979
Ringgold ,IA,723,2187,103,0,0,158
Rio Arriba ,NM,2960,722,21305,5,308,1114
Rio Blanco ,CO,899,434,604,0,0,1058
Rio Grande ,CO,2357,590,4474,0,0,580
Ripley ,IN,3013,6118,7843,0,0,393
Ripley ,MO,3016,259,208,0,0,0
Ritchie ,WV,1013,2309,97,0,0,268
Riverside ,CA,240306,29535,602765,3647,11376,77581
Roane ,TN,29502,3385,500,0,0,345
Roane ,WV,528,2100,160,0,0,218
Roanoke ,VA,22471,7773,3536,0,0,1748
Roanoke city,VA,35738,17761,5367,525,6872,8593
Roberts ,SD,1189,3276,1575,0,0,163
Roberts ,TX,391,230,0,0,0,0
Robertson ,KY,355,172,0,0,0,0
Robertson ,TN,28690,4749,900,0,0,1
Robertson ,TX,4935,914,2722,0,0,208
Robeson ,NC,42749,9649,1415,0,0,1648
Rock ,MN,1794,4584,1943,0,0,3
Rock ,NE,66,550,100,0,0,0
Rock ,WI,22177,24208,27158,0,20,1347
Rock Island ,IL,18447,16294,18258,475,3298,6037
Rockbridge ,VA,3386,3115,0,0,0,78
Rockcastle ,KY,9193,0,48,0,0,0
Rockdale ,GA,20711,6782,6200,0,0,717
Rockingham ,NH,7456,19072,84697,200,0,3490
Rockingham ,NC,24901,9926,1687,0,308,795
Rockingham ,VA,18357,12614,171,0,0,119
Rockland ,NY,17221,7852,109386,2909,4566,74477
Rockwall ,TX,47563,5337,9619,0,0,1279
Roger Mills ,OK,2978,610,0,0,0,0
Rogers ,OK,28301,7079,2000,0,0,714
Rolette ,ND,842,1339,13931,0,0,127
Rooks ,KS,1375,968,1219,0,0,1
Roosevelt ,MT,902,2228,2375,0,0,1046
Roosevelt ,NM,5821,989,3349,0,0,601
Roscommon ,MI,1803,1839,1956,0,0,274
Roseau ,MN,1987,3820,2100,0,0,222
Rosebud ,MT,1719,218,2573,0,0,624
Ross ,OH,9548,6944,2750,0,0,538
Routt ,CO,1569,1340,3380,0,0,376
Rowan ,KY,3004,962,365,0,308,309
Rowan ,NC,36841,22339,3133,0,0,515
Runnels ,TX,4873,1235,3200,0,0,27
Rush ,IN,3938,2888,1640,0,0,2
Rush ,KS,240,1111,1178,0,0,0
Rusk ,TX,16651,2524,3458,0,0,525
Rusk ,WI,2190,2059,3256,0,0,1
Russell ,AL,23650,2444,1595,0,0,798
Russell ,KS,345,2854,1028,0,0,1
Russell ,KY,6436,2148,167,0,0,0
Russell ,VA,7201,1361,84,0,0,53
Rutherford ,NC,39251,6649,877,0,0,396
Rutherford ,TN,71509,14802,8600,90,500,4135
Rutland ,VT,2587,4944,15500,85,0,520
Sabine ,TX,4603,282,367,0,0,142
Sabine Parish,LA,13034,644,4974,0,0,362
Sac ,IA,2479,2790,2529,0,0,1
Sacramento ,CA,157621,33989,229725,5675,12198,86390
Sagadahoc ,ME,2134,2527,3177,88,0,646
Saginaw ,MI,30990,13477,35873,350,100,1323
Saguache ,CO,450,198,2244,0,0,1112
Salem ,NJ,4109,7993,6959,0,0,327
Salem city,VA,9359,5330,1223,30,0,1615
Saline ,AR,33609,6680,2113,0,0,3
Saline ,IL,12672,1427,847,0,0,322
Saline ,KS,8088,9813,7305,78,308,1485
Saline ,MO,6903,2991,2009,0,0,453
Saline ,NE,2147,2922,2111,0,0,178
Salt Lake ,UT,27497,12789,84342,5352,4540,622807
Saluda ,SC,3575,2311,300,0,0,36
Sampson ,NC,23212,5680,3485,0,0,366
San Augustine ,TX,3431,312,183,0,0,0
San Benito ,CA,2694,687,31105,0,0,1204
San Bernardino ,CA,243524,26062,445334,3868,12321,80047
San Diego ,CA,302320,74992,801850,7828,21994,161530
San Francisco ,CA,30348,59308,120988,12670,6654,47820
San Jacinto ,TX,4421,594,397,0,0,502
San Joaquin ,CA,67940,12067,183692,1368,9980,33949
San Juan ,CO,34,116,167,0,0,37
San Juan ,NM,19905,5222,12500,0,0,15001
San Juan ,UT,535,177,177,0,0,6533
San Juan ,WA,735,717,3017,0,0,376
San Luis Obispo ,CA,27483,16099,89075,205,2218,11530
San Mateo ,CA,24771,23840,243634,5350,4436,31697
San Miguel ,CO,413,105,1651,0,0,2
San Miguel ,NM,1590,337,21688,0,0,284
San Patricio ,TX,14008,3633,21024,0,0,1202
San Saba ,TX,2943,384,623,0,0,3
Sanborn ,SD,138,223,1189,0,0,0
Sanders ,MT,1333,447,350,0,0,543
Sandoval ,NM,9421,1741,40035,0,0,4398
Sandusky ,OH,5642,10235,12396,0,0,348
Sangamon ,IL,42075,22811,31734,280,3298,6663
Sanilac ,MI,5233,4222,7460,0,0,813
Sanpete ,UT,213,25,76,0,0,21958
Santa Barbara ,CA,24775,10610,146940,1536,1259,15951
Santa Clara ,CA,148599,44623,447369,7720,18851,125165
Santa Cruz ,AZ,2009,459,15217,0,0,966
Santa Cruz ,CA,13838,5049,50500,1104,1109,10593
Santa Fe ,NM,7839,4246,69552,282,458,5571
Santa Rosa ,FL,42426,15731,6667,0,0,1807
Sarasota ,FL,46290,31191,76000,620,800,9089
Saratoga ,NY,12976,17512,52507,210,0,2828
Sargent ,ND,388,2317,790,0,0,0
Sarpy ,NE,19736,9299,34059,223,0,3082
Sauk ,WI,7498,10743,12618,0,0,436
Saunders ,NE,1717,4580,5866,0,0,111
Sawyer ,WI,2162,1568,3747,0,0,136
Schenectady ,NY,6176,12031,44178,215,6089,9128
Schleicher ,TX,1117,363,400,0,0,0
Schley ,GA,1536,537,0,0,0,23
Schoharie ,NY,1099,4578,6768,0,0,391
Schoolcraft ,MI,783,1001,2750,0,0,168
Schuyler ,IL,1310,1561,213,0,0,5
Schuyler ,MO,1869,248,0,0,0,1
Schuyler ,NY,329,2354,2359,0,0,15
Schuylkill ,PA,7719,37489,40814,735,812,1346
Scioto ,OH,10839,4418,3250,0,0,915
Scotland ,MO,669,628,123,0,0,0
Scotland ,NC,6780,5190,442,0,0,63
Scott ,AR,5434,248,429,0,0,306
Scott ,IL,1786,1448,141,0,0,2
Scott ,IN,6004,3182,400,0,0,231
Scott ,IA,19206,25031,30508,0,308,2598
Scott ,KS,814,2510,767,0,0,198
Scott ,KY,13251,2904,1991,0,0,598
Scott ,MN,11761,14379,39912,0,0,8
Scott ,MS,14646,2928,1000,0,0,0
Scott ,MO,13017,2522,6531,0,308,891
Scott ,TN,5807,363,32,0,0,0
Scott ,VA,6844,2863,82,0,0,1
Scotts Bluff ,NE,7337,4246,6036,0,0,916
Screven ,GA,4871,1990,170,0,0,3
Scurry ,TX,7348,1021,2316,0,0,179
Searcy ,AR,3350,216,0,0,0,0
Sebastian ,AR,57844,12423,12251,60,616,3241
Sedgwick ,CO,715,270,317,0,0,0
Sedgwick ,KS,104418,49200,74600,1361,1232,13532
Seminole ,FL,73592,17514,67501,1104,2794,9121
Seminole ,GA,4365,927,69,0,0,1
Seminole ,OK,12725,1841,483,0,0,605
Seneca ,NY,1893,2178,943,0,0,506
Seneca ,OH,2929,8221,18803,0,0,222
Sequatchie ,TN,5007,826,200,0,0,2
Sequoyah ,OK,12746,1791,220,0,0,492
Sevier ,AR,7062,664,1200,51,0,1
Sevier ,TN,37789,4938,2846,0,308,1016
Sevier ,UT,539,44,273,0,0,17394
Seward ,KS,3512,1040,5246,0,0,542
Seward ,NE,6815,2664,1993,0,0,3
Shackelford ,TX,2000,662,120,0,0,0
Shannon ,MO,1461,353,42,0,0,183
Shannon ,SD,762,1146,1918,0,0,187
Sharkey ,MS,2101,506,35,0,0,0
Sharp ,AR,9339,1384,471,0,0,386
Shasta ,CA,28805,2830,8629,191,35,7277
Shawano ,WI,11357,4995,6930,0,0,527
Shawnee ,KS,28038,20586,25280,75,150,3972
Sheboygan ,WI,25183,18339,24036,145,70,686
Shelby ,AL,61933,16076,2883,58,308,2337
Shelby ,IL,6216,2713,2635,0,0,12
Shelby ,IN,4717,7006,3600,0,0,408
Shelby ,IA,3344,2033,3464,0,0,190
Shelby ,KY,16880,3292,2350,0,0,598
Shelby ,MO,3205,621,544,0,0,0
Shelby ,OH,5957,8241,13353,0,0,324
Shelby ,TN,260401,87990,61202,1125,4468,26520
Shelby ,TX,10216,1080,1263,0,0,4
Shenandoah ,VA,6380,11355,1374,0,0,345
Sherburne ,MN,15518,5958,11772,0,0,531
Sheridan ,KS,453,643,821,0,0,1
Sheridan ,MT,1359,1449,784,0,0,86
Sheridan ,NE,846,1094,400,0,0,131
Sheridan ,ND,501,600,30,0,0,0
Sheridan ,WY,3577,3266,4222,0,0,1516
Sherman ,KS,1074,1450,631,0,0,0
Sherman ,NE,437,369,1540,0,0,0
Sherman ,OR,75,191,30,0,0,7
Sherman ,TX,1433,465,303,0,0,0
Shiawassee ,MI,9140,4351,9009,0,0,958
Shoshone ,ID,1463,375,704,0,0,687
Sibley ,MN,4449,3656,2354,0,0,7
Sierra ,CA,199,64,122,0,0,104
Sierra ,NM,1598,199,1021,0,0,451
Silver Bow ,MT,1861,1592,9050,200,0,1788
Simpson ,KY,7586,1435,500,0,0,9
Simpson ,MS,18900,1052,132,0,0,6
Sioux ,IA,12988,13316,2471,0,0,1
Sioux ,NE,45,136,100,0,0,0
Sioux ,ND,98,431,2161,0,0,478
Siskiyou ,CA,5149,1444,4089,0,0,1993
Sitka City and Borough,AK,928,802,460,300,0,405
Skagit ,WA,15087,7964,19177,0,0,4269
Skagway Municipality,AK,2,65,125,0,0,78
Skagway-Hoonah-Angoon,AK,0,0,0,0,0,0
Skagway-Yakutat-Angoon,AK,0,0,0,0,0,0
Skamania ,WA,679,163,625,0,0,414
Slope ,ND,0,178,44,0,0,0
Smith ,KS,1165,1682,151,0,0,0
Smith ,MS,5368,544,0,0,0,1
Smith ,TN,4853,1256,0,0,0,1
Smith ,TX,95475,15526,25573,85,800,3632
Smyth ,VA,7567,4272,238,0,0,359
Snohomish ,WA,85354,21642,75393,1943,3232,34270
Snyder ,PA,3974,10965,1899,0,0,4
Socorro ,NM,1333,298,7036,0,308,904
Solano ,CA,47081,8849,81158,566,3327,15086
Somerset ,ME,2552,3094,3694,0,0,501
Somerset ,MD,1710,3757,85,0,0,53
Somerset ,NJ,13158,27472,98951,1200,3274,15078
Somerset ,PA,13611,20678,10298,343,812,1022
Somervell ,TX,2463,833,185,0,0,1
Sonoma ,CA,25820,11546,107737,1389,2217,23398
Southampton ,VA,4840,1784,0,0,0,65
Southeast Fairbanks Census Area,AK,1014,182,366,0,0,434
Spalding ,GA,35191,6693,1892,0,105,1455
Spartanburg ,SC,110676,25252,5311,270,100,4369
Spencer ,IN,2098,3486,4309,0,0,0
Spencer ,KY,4831,304,420,0,0,1
Spink ,SD,408,2058,2152,0,0,0
Spokane ,WA,58417,23240,61575,754,308,29621
Spotsylvania ,VA,24831,6155,9627,225,3436,6276
St. Bernard Parish,LA,4705,1151,14532,0,308,310
St. Charles ,MO,72210,24412,85536,0,0,3929
St. Charles Parish,LA,3812,910,21657,0,0,328
St. Clair ,AL,34066,2856,1056,0,0,12
St. Clair ,IL,46903,24655,46372,2100,3298,5880
St. Clair ,MI,15146,10997,32248,274,1563,2660
St. Clair ,MO,3694,768,80,0,0,0
St. Croix ,WI,8725,14848,18471,0,0,537
St. Francis ,AR,9596,1266,92,0,0,0
St. Francois ,MO,21697,3156,2991,40,0,853
St. Helena Parish,LA,2929,548,200,0,0,5
St. James Parish,LA,340,120,13947,0,0,1
St. John the Baptist Parish,LA,3170,510,15402,0,0,26
St. Johns ,FL,23636,11329,27153,320,1397,5929
St. Joseph ,IN,27567,85517,52666,1226,1116,4650
St. Joseph ,MI,11175,4020,9460,0,0,439
St. Landry Parish,LA,6083,1319,49234,0,0,406
St. Lawrence ,NY,5364,8075,24478,0,0,2093
St. Louis ,MN,19017,32143,38757,976,308,2760
St. Louis ,MO,162614,74404,230488,2042,1908,37156
St. Louis city,MO,33664,17527,49014,2753,3356,9832
St. Lucie ,FL,31276,7881,33797,1105,1747,2709
St. Martin Parish,LA,1322,123,28813,0,0,318
St. Mary Parish,LA,7762,1926,17834,0,0,343
St. Mary's ,MD,7519,5862,24014,0,0,1206
St. Tammany Parish,LA,42583,16798,53149,0,308,2430
Stafford ,KS,836,1357,327,0,0,1
Stafford ,VA,17871,7704,6288,50,0,1978
Stanislaus ,CA,65976,7730,107529,625,1109,19198
Stanley ,SD,50,110,2205,0,0,3
Stanly ,NC,26182,12307,636,0,0,628
Stanton ,KS,370,612,454,0,0,0
Stanton ,NE,1066,779,357,0,0,1
Stark ,IL,622,1036,533,0,0,3
Stark ,ND,1949,2811,12110,0,0,379
Stark ,OH,60957,45340,55831,5014,616,3929
Starke ,IN,2812,1067,2291,0,0,7
Starr ,TX,2368,394,27156,0,0,544
Staunton city,VA,7102,5810,2237,0,0,500
Ste. Genevieve ,MO,2765,126,6434,0,0,1
Stearns ,MN,12071,17438,62565,21,0,969
Steele ,MN,4298,12194,9225,0,616,620
Steele ,ND,138,1245,178,0,0,3
Stephens ,GA,14011,1465,537,50,0,1
Stephens ,OK,23758,4268,644,0,0,483
Stephens ,TX,5252,988,1200,0,0,3
Stephenson ,IL,17640,8033,5251,15,0,275
Sterling ,TX,434,331,100,0,0,7
Steuben ,IN,5075,2554,3354,0,308,526
Steuben ,NY,9272,10652,13963,65,0,857
Stevens ,KS,1920,551,1034,0,0,119
Stevens ,MN,1823,3666,1546,0,0,1
Stevens ,WA,4803,1094,3974,0,0,1860
Stewart ,GA,782,408,0,0,0,84
Stewart ,TN,5602,1321,220,0,0,0
Stillwater ,MT,682,665,688,0,0,229
Stoddard ,MO,7276,1568,610,0,0,136
Stokes ,NC,11953,3769,592,0,0,2
Stone ,AR,5059,568,138,0,0,210
Stone ,MS,4363,1068,372,0,0,328
Stone ,MO,6134,1234,1620,0,0,6
Stonewall ,TX,988,256,152,0,0,0
Storey ,NV,29,66,327,0,0,0
Story ,IA,14233,18811,8825,21,308,2071
Strafford ,NH,4143,5299,22112,575,308,1504
Stutsman ,ND,2654,8099,2663,0,0,305
Sublette ,WY,734,420,844,0,0,1408
Suffolk ,MA,48562,20380,332744,7693,7646,29094
Suffolk ,NY,58909,69205,879457,10190,19887,50771
Suffolk city,VA,16421,7260,819,240,0,844
Sullivan ,IN,4576,2522,495,0,0,1
Sullivan ,MO,2272,269,320,0,0,3
Sullivan ,NH,849,3118,6008,185,0,29
Sullivan ,NY,1399,4947,15352,60,3044,9817
Sullivan ,PA,242,597,1000,40,0,0
Sullivan ,TN,61602,21586,2245,140,0,1368
Sully ,SD,174,283,315,0,0,2
Summers ,WV,1282,868,165,0,0,2
Summit ,CO,1706,1008,2563,0,0,602
Summit ,OH,73586,46521,116941,4230,1808,7347
Summit ,UT,751,1429,5279,0,0,13448
Sumner ,KS,3731,6073,4500,0,0,350
Sumner ,TN,54140,10205,5500,0,308,1579
Sumter ,AL,2664,769,37,0,0,1
Sumter ,FL,11218,5769,3815,0,0,237
Sumter ,GA,9685,3151,860,0,0,599
Sumter ,SC,31023,10960,1942,0,616,2323
Sunflower ,MS,6390,2011,212,0,0,5
Surry ,NC,30036,7099,892,0,0,1426
Surry ,VA,1478,513,0,0,0,1
Susquehanna ,PA,2160,5495,5550,70,0,501
Sussex ,DE,16640,23803,27681,220,0,655
Sussex ,NJ,4368,9211,56400,300,0,1345
Sussex ,VA,1668,2279,45,0,0,128
Sutter ,CA,14212,1624,9181,0,1109,4765
Sutton ,TX,1391,505,1200,0,0,22
Suwannee ,FL,16156,1440,1070,0,0,957
Swain ,NC,4501,468,190,0,0,20
Sweet Grass ,MT,283,576,148,0,0,111
Sweetwater ,WY,4342,1368,7007,195,0,7993
Swift ,MN,1781,3873,2399,0,0,1
Swisher ,TX,4148,1194,545,0,0,15
Switzerland ,IN,1150,1272,90,0,0,2
Talbot ,GA,1813,226,0,0,0,3
Talbot ,MD,3341,7104,4570,0,0,510
Taliaferro ,GA,364,53,25,0,0,0
Talladega ,AL,33499,4538,1769,0,0,554
Tallahatchie ,MS,3839,587,31,0,0,1
Tallapoosa ,AL,19714,4580,894,0,0,191
Tama ,IA,727,5233,2614,0,0,8
Taney ,MO,13797,2161,2135,0,0,1689
Tangipahoa Parish,LA,27410,3867,17327,0,0,1364
Taos ,NM,2040,706,17986,0,308,1852
Tarrant ,TX,544670,141938,200645,2596,40046,75335
Tate ,MS,12507,1396,260,0,0,623
Tattnall ,GA,6510,1864,170,0,0,1
Taylor ,FL,8890,865,278,0,0,170
Taylor ,GA,3087,744,0,0,0,30
Taylor ,IA,550,2578,244,0,0,196
Taylor ,KY,12317,3008,1015,0,0,259
Taylor ,TX,64442,12588,7600,42,0,1837
Taylor ,WV,1478,2975,395,0,0,0
Taylor ,WI,4231,2644,8417,70,0,1
Tazewell ,IL,31756,15404,10650,0,0,1154
Tazewell ,VA,9571,6231,214,0,0,946
Tehama ,CA,4100,1280,11243,20,0,2130
Telfair ,GA,3493,1209,127,20,0,118
Teller ,CO,2880,1026,1785,0,308,1338
Tensas Parish,LA,1979,294,95,0,0,0
Terrebonne Parish,LA,12307,2199,54640,0,0,837
Terrell ,GA,2805,715,0,0,0,252
Terrell ,TX,424,155,500,0,0,0
Terry ,TX,5059,812,1772,0,0,5
Teton ,ID,29,111,388,0,0,3442
Teton ,MT,949,1226,1100,0,0,540
Teton ,WY,895,1820,1397,0,0,1432
Texas ,MO,13139,807,316,0,0,360
Texas ,OK,6603,2956,1814,0,0,189
Thayer ,NE,2224,2474,450,0,0,0
Thomas ,GA,18664,3696,851,0,0,468
Thomas ,KS,1034,1621,1394,0,0,136
Thomas ,NE,125,150,50,0,0,0
Throckmorton ,TX,1240,387,0,0,0,1
Thurston ,NE,761,1492,283,0,0,733
Thurston ,WA,28471,10497,18526,110,616,15334
Tift ,GA,17601,3324,1374,0,0,1030
Tillamook ,OR,3039,936,2196,0,0,909
Tillman ,OK,6002,1251,150,0,0,17
Tioga ,NY,2673,7115,5831,0,0,366
Tioga ,PA,3402,6563,3000,0,0,265
Tippah ,MS,12460,1971,250,0,0,0
Tippecanoe ,IN,19710,13499,20011,135,308,2996
Tipton ,IN,2857,1859,1100,0,0,1
Tipton ,TN,17792,4172,450,0,0,4
Tishomingo ,MS,8266,1639,42,0,0,0
Titus ,TX,15434,1623,8173,0,0,523
Todd ,KY,8221,947,373,0,0,198
Todd ,MN,5832,3262,5498,0,0,7
Todd ,SD,195,785,1365,0,0,511
Tolland ,CT,4069,11178,43500,100,308,1302
Tom Green ,TX,39916,7675,16000,77,0,1957
Tompkins ,NY,4649,8102,7344,215,0,2788
Tooele ,UT,1250,293,10706,0,0,38895
Toole ,MT,410,1156,650,0,0,282
Toombs ,GA,13057,2840,992,0,0,449
Torrance ,NM,2301,428,4055,0,0,461
Towner ,ND,273,514,460,0,0,0
Towns ,GA,4544,885,0,0,0,1
Traill ,ND,527,4922,652,0,0,4
Transylvania ,NC,12095,2524,1481,0,0,437
Traverse ,MN,1055,1143,952,0,0,0
Travis ,TX,167792,64364,177192,1524,12710,42336
Treasure ,MT,74,84,284,0,0,0
Trego ,KS,410,861,648,0,0,3
Trempealeau ,WI,1688,11821,7700,0,0,10
Treutlen ,GA,1480,339,0,0,0,0
Trigg ,KY,8890,1869,265,0,0,0
Trimble ,KY,2943,879,0,0,0,0
Trinity ,CA,961,166,269,0,0,412
Trinity ,TX,7338,480,973,0,0,0
Tripp ,SD,1216,952,513,0,0,99
Troup ,GA,25373,7308,1064,0,40,397
Trousdale ,TN,1642,529,0,0,0,0
Trumbull ,OH,25155,23326,39749,2493,308,2198
Tucker ,WV,1023,1589,463,0,0,1
Tulare ,CA,53285,8690,102772,650,1359,13983
Tulsa ,OK,213615,85250,49144,778,2954,17310
Tunica ,MS,1224,385,0,0,0,1
Tuolumne ,CA,7727,796,14728,59,0,1597
Turner ,GA,5968,442,0,0,0,0
Turner ,SD,968,3638,865,0,0,0
Tuscaloosa ,AL,71803,12415,3729,0,308,1940
Tuscarawas ,OH,17192,18908,8750,0,0,546
Tuscola ,MI,13401,4360,4756,0,0,678
Twiggs ,GA,3788,195,0,0,0,5
Twin Falls ,ID,8520,4632,5826,51,100,19451
Tyler ,TX,10489,710,950,0,0,397
Tyler ,WV,1087,1232,122,0,0,1
Tyrrell ,NC,1185,240,22,0,0,1
Uinta ,WY,1450,496,803,0,0,10066
Uintah ,UT,1311,450,1209,0,0,20358
Ulster ,NY,4104,15311,50256,150,1522,4262
Umatilla ,OR,9816,3575,11402,0,0,5107
Unicoi ,TN,7239,1205,0,0,0,2
Union ,AR,22629,3064,671,0,0,379
Union ,FL,2596,100,0,0,0,481
Union ,GA,10793,1747,1564,0,0,91
Union ,IL,9085,1342,1200,0,0,5
Union ,IN,1074,964,525,0,0,1
Union ,IA,1015,2932,1157,0,0,159
Union ,KY,5561,785,3159,0,0,1
Union ,MS,18449,3379,398,0,0,186
Union ,NJ,30123,35313,247240,5717,10494,28707
Union ,NM,878,556,1851,0,0,0
Union ,NC,62089,23392,19205,0,0,1222
Union ,OH,5595,7659,2500,0,0,454
Union ,OR,3154,1115,1257,0,0,2385
Union ,PA,4030,9255,1973,0,0,49
Union ,SC,16533,3180,50,0,0,210
Union ,SD,1095,3658,4474,0,0,1
Union ,TN,6616,181,0,0,0,3
Union Parish,LA,13395,672,438,0,0,202
Upshur ,TX,12377,1091,743,0,2542,4047
Upshur ,WV,1770,4230,573,0,0,627
Upson ,GA,12490,1305,0,0,0,413
Upton ,TX,1485,375,500,0,0,0
Utah ,UT,2540,423,6792,0,0,459847
Uvalde ,TX,6419,2001,11673,0,0,498
Val Verde ,TX,4994,1336,11188,0,0,1205
Valdez-Cordova Census Area,AK,1563,345,437,328,0,472
Valencia ,NM,6889,1703,21584,0,0,2180
Valley ,ID,1170,280,363,0,0,1027
Valley ,MT,663,1562,1010,0,0,205
Valley ,NE,851,1016,970,0,0,0
Van Buren ,AR,5651,1051,354,0,0,1
Van Buren ,IA,1385,1411,235,0,0,0
Van Buren ,MI,7575,5337,12943,0,0,577
Van Buren ,TN,1667,62,0,0,0,0
Van Wert ,OH,4864,4854,2410,0,0,4
Van Zandt ,TX,18791,3231,1945,0,0,578
Vance ,NC,13205,4955,850,0,0,555
Vanderburgh ,IN,41066,18133,29097,0,0,1498
Venango ,PA,6285,13170,9096,0,0,317
Ventura ,CA,73341,22006,232571,1680,3417,37398
Vermilion ,IL,17200,7817,3804,0,0,568
Vermilion Parish,LA,2387,1300,32259,0,0,4
Vermillion ,IN,2462,2095,1010,0,0,574
Vernon ,MO,7240,1618,542,0,0,522
Vernon ,WI,6864,8276,3060,0,0,115
Vernon Parish,LA,21931,852,782,0,308,1615
Victoria ,TX,22949,6575,31313,0,2542,3104
Vigo ,IN,17396,7928,7500,254,150,1201
Vilas ,WI,2609,2111,2923,0,0,53
Vinton ,OH,1568,844,200,0,0,119
Virginia Beach city,VA,66884,33271,47025,840,3436,12717
Volusia ,FL,78423,29546,50934,1206,1550,7075
Wabash ,IL,2545,2064,1984,0,0,0
Wabash ,IN,7311,5300,1071,0,0,1
Wabasha ,MN,5587,3969,6439,0,0,2
Wabaunsee ,KS,1177,843,579,0,0,0
Wade Hampton Census Area,AK,714,0,4713,1020,0,31
Wadena ,MN,3637,2799,1812,0,0,126
Wagoner ,OK,14374,3426,319,0,0,73
Wahkiakum ,WA,557,340,90,0,0,215
Wake ,NC,164661,99508,99126,2650,10299,35767
Wakulla ,FL,4514,985,300,0,0,509
Waldo ,ME,1711,2204,900,0,0,554
Walker ,AL,39118,2552,523,0,0,520
Walker ,GA,34045,2948,410,0,0,419
Walker ,TX,15451,4153,6217,0,0,827
Walla Walla ,WA,11036,3109,6630,160,0,2761
Wallace ,KS,274,492,232,0,0,0
Waller ,TX,6035,1928,4631,0,0,1268
Wallowa ,OR,887,377,250,0,0,462
