county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Big Horn,WY,44.52405055,-107.9960365,11920,5752,4806,788,0.836,0.137,263,7,6015,5905,8.8,88.2,0.6,0.9,0.4,0.1,51716,23724,13,29.5,18.5,19.2,18.4,14.4,74.8,9.8,0,7.2,2.2,6,18.8,5280,71.8,19.7,8.1,0.4,4.7
Big Stone,MN,45.42712824,-96.41403739,5039,2972,1862,1052,0.627,0.354,177,1,2489,2550,1.4,98,0.3,0,0,0,48299,29035,11.7,31.7,13.2,23.2,16.2,15.6,77.3,9.9,0.4,4.3,0.6,7.5,17.5,2388,70.7,17,11.9,0.3,2.8
Billings,ND,47.02366884,-103.3762965,983,635,541,72,0.852,0.113,34,0,566,417,4.1,94.4,0.9,0.6,0,0,91518,44683,10.3,34.9,13.5,17.5,16.3,17.9,65.6,7.2,2.1,9.7,1.9,13.6,27.6,498,67.9,18.7,12.7,0.8,3.9
Bingham,ID,43.2167288,-112.3978437,45369,20094,15295,4124,0.761,0.205,1664,23,22732,22637,17.9,74,0.3,4.9,0.9,0,51307,20720,13.1,31.2,17.6,20.5,15.7,14.9,77.5,12,2,1.8,1.8,4.8,21.9,19417,75,17.8,6.8,0.4,5.2
Black Hawk,IA,42.4704581,-92.30524729,132960,66549,29623,35621,0.445,0.535,6448,103,65251,67709,4.2,82.2,8.8,0.2,2.1,0.2,50916,27669,15.9,31.8,18.4,24.3,7.4,18.2,82.1,8.5,0.6,4.1,1.6,3.2,15.7,68771,81.8,13.9,4.2,0.1,5.3
Blackford,IN,40.47388153,-85.32499702,12214,5354,3838,1376,0.717,0.257,287,6,6047,6167,1.5,96,0.2,0.2,0.5,0,40622,22328,12.8,22.7,14.4,21.2,10.7,31,85.3,7.9,0.5,2.7,1.3,2.3,23.5,5251,83.7,10.9,5.2,0.2,6.8
Bladen,NC,34.61296243,-78.56180059,34130,17009,9623,7281,0.566,0.428,1105,19,16241,17889,7.5,54.2,34.4,2.3,0,0,32396,20839,24.5,25.2,20.5,19,16.6,18.8,85.7,9.9,0.2,0.8,0.6,2.8,24.7,13263,74.5,19.3,6,0.2,7.9
Blaine,ID,43.4085812,-113.9752658,21583,13288,4031,8919,0.303,0.671,916,7,11040,10543,21,76.5,0.3,0,1,0,58835,32736,14.8,31.3,28.5,20.2,12.8,7.3,76.1,7.2,1.4,3.6,2.4,9.3,19.2,11954,73.7,10.9,14.8,0.6,3.7
Blaine,MT,48.43175214,-108.9582723,6646,3121,1469,1589,0.471,0.509,349,7,3316,3330,2.5,46.2,0.2,49.1,0,0.2,35506,17059,32.7,37.2,15.2,20.2,18.4,9.1,68.4,13.7,0.9,7.6,0.8,8.6,15.5,2494,53.1,37.4,8.1,1.4,16.8
Blaine,NE,41.91311716,-99.97677845,502,317,280,35,0.883,0.11,4,0,256,246,0,98,0,0,0.6,1.4,52000,28503,9.8,44.7,9.6,11.7,22.7,11.3,55.6,10.1,0.4,7.6,2.5,23.8,20.6,282,65.2,16,18.8,0,1.1
Blaine,OK,35.87518314,-98.43307003,9680,3901,3136,688,0.804,0.176,225,1,5070,4610,9.8,74,3.9,6.9,0.1,0,46362,22823,15,35,15.9,21.8,11.8,15.5,87.4,4.7,0.1,1,0.9,5.8,17.2,3470,65.6,21.9,11.1,1.4,3.6
Blair,PA,40.47961444,-78.34917412,124736,62784,44714,17425,0.712,0.278,1456,32,61106,63630,1.2,94.8,1.5,0,0.7,0,45664,25531,15.2,31.2,18.6,25.3,8.8,16,82.5,8.8,0.8,3.7,1.2,2.9,20.1,56657,83.1,11.8,4.9,0.2,5.2
Blanco,TX,30.26640707,-98.3999852,11089,7419,5429,1905,0.732,0.257,163,6,5576,5513,19.1,77.6,0,0,0.6,0,58500,31249,10.8,33.6,18.2,21,16.7,10.4,77.9,8.6,0,3.1,1.3,9.2,27.8,5106,66.2,16.9,16.4,0.4,5.7
Bland,VA,37.13128068,-81.13599391,6524,3475,2903,532,0.835,0.153,79,5,3617,2907,0.5,94.3,4.8,0,0,0,46927,23505,8.3,23.7,21.4,29.8,5.4,19.8,88.9,5.2,0.6,0.8,1.8,2.8,32.8,2578,76.6,18.8,4.6,0,6.7
Bleckley,GA,32.43829035,-83.33035166,12779,5706,4328,1311,0.758,0.23,515,27,5909,6870,2.7,68.8,27.7,0.1,0.2,0,40688,20667,23,30.1,20.3,22.9,12.9,13.8,84.6,10.5,0.1,1.2,0.2,3.4,24.2,4227,65.5,29.4,5.1,0,7.7
Bledsoe,TN,35.59942968,-85.20611967,14413,5758,4725,971,0.821,0.169,1047,4,8385,6028,2.1,89.2,4,1.1,0.3,0,40450,21402,20.7,25.5,15.1,18.8,19,21.6,76.6,13.8,0.6,3.9,1,4.1,30.4,5270,70.1,19.5,10.4,0,8.4
Blount,AL,33.98210918,-86.56790593,57667,27459,24595,2627,0.896,0.096,2095,25,28490,29177,9,87.4,1.5,0.3,0.1,0,47412,22021,15.6,28.5,12.9,23.3,15.8,19.5,86.8,10.2,0.1,0.4,0.4,2.1,35,21380,83.9,11.9,4,0.1,4.9
Blount,TN,35.68938198,-83.92847788,127135,66306,47195,17834,0.712,0.269,3602,41,61640,65495,3.1,91.4,2.5,0.3,0.7,0.1,51172,28334,13,32.8,15.9,26.3,10.5,14.5,85.6,8.5,0.2,0.8,1,4,24.8,58333,81.7,11.5,6.6,0.2,5.9
Blue Earth,MN,44.03554215,-94.06699781,65767,35969,16731,18330,0.465,0.51,2207,7,33054,32713,3.2,88.9,3.3,0.3,2.1,0,53752,28283,18.1,33.7,19.9,23.7,8,14.7,80.9,7.6,1.5,4,1.1,5,17.3,37072,81,13.5,5.4,0.1,4.5
Boise,ID,43.98829931,-115.7309284,6968,4840,3495,1214,0.722,0.251,87,2,3678,3290,4.1,91.8,0.2,1,0.7,0,49964,29648,11.3,40.3,13.9,24.4,10.4,11.1,68.8,12.8,0.4,5.5,2.6,9.9,38.1,2749,65.8,22,11.8,0.3,6
Bolivar,MS,33.79696941,-90.87372121,33121,11631,4260,7203,0.366,0.619,2072,79,15613,17508,2.1,32.4,64.2,0.3,0.9,0,28468,16984,37.4,31.1,22.3,22.7,10,13.9,82.7,11.2,0.2,2.2,1,2.6,18,11228,66.6,27,6.2,0.1,12.6
Bollinger,MO,37.32449052,-90.02725304,12347,5981,5162,749,0.863,0.125,553,3,6180,6167,1.2,96.5,0.4,0.7,0.4,0,40791,20687,19.9,24.4,17.5,19,16.8,22.3,71.2,18.2,1,4.5,1.1,4.1,32.6,4995,80.3,9.9,9.7,0,5.1
