county,state,AGE_OTO4,AGE_5TO14,AGE_15TO24,AGE_25TO34,AGE_35TO44,AGE_45TO54,AGE_55TO64,AGE_65TO74,AGE_75TO84,AGE_84PLUS
Erie ,OH,3940,8333,8650,8564,7827,9406,11555,9298,4909,2133
Erie ,PA,15343,32481,36846,35574,30609,33702,38606,27957,14005,6938
Escambia ,AL,2187,4623,4219,4972,4574,4776,4801,3786,2127,683
Escambia ,FL,19025,36456,46416,46443,34609,36599,42838,31335,15752,6061
Esmeralda ,NV,27,80,50,79,87,77,122,173,89,42
Essex ,MA,44361,93510,103392,98489,94323,108773,112994,77647,37940,19209
Essex ,NJ,52554,105531,101366,110253,111913,111581,98037,61764,31047,15721
Essex ,NY,1455,3408,3788,4439,4177,5027,6263,5029,2610,1104
Essex ,VT,300,590,594,550,608,880,1130,945,474,179
Essex ,VA,516,1135,1142,1285,1066,1480,1765,1503,754,273
Estill ,KY,765,1732,1563,1626,1702,2080,2028,1659,833,210
Etowah ,AL,5902,12056,12441,12419,12287,13874,14035,11631,5873,1983
Eureka ,NV,100,314,184,211,241,287,340,202,94,30
Evangeline Parish,LA,2350,4680,4500,4605,3910,4023,4248,2952,1634,541
Evans ,GA,728,1648,1313,1347,1298,1304,1365,966,564,188
Fairbanks North Star Borough,AK,7506,13013,16398,18487,12385,10135,10843,7114,2394,696
Fairfax ,VA,72674,150722,142104,153796,166242,163975,146442,94071,43106,17663
Fairfax city,VA,2634,2705,2897,3371,3143,3215,3095,2012,1009,493
Fairfield ,CT,51672,120762,125649,107921,117070,138536,132295,81895,44357,23666
Fairfield ,OH,9272,21224,19852,18469,20087,21618,20625,14556,7388,2691
Fairfield ,SC,1013,2494,2453,2445,2339,2982,3806,3063,1362,445
Fall River ,SD,274,669,638,571,628,801,1217,1179,561,220
Fallon ,MT,217,450,301,360,335,327,436,263,158,73
Falls ,TX,1047,1989,2061,2507,2091,2186,2307,1744,1014,389
Falls Church city,VA,1099,2170,1688,1773,2045,2213,1830,1247,499,208
Fannin ,GA,1081,2431,2358,2316,2458,3072,4585,4738,2195,730
Fannin ,TX,1874,4367,4213,4501,4351,4596,4852,3751,2070,711
Faribault ,MN,788,1705,1505,1368,1552,1534,2166,1613,1000,527
Faulk ,SD,193,306,237,236,226,230,358,250,177,117
Faulkner ,AR,7621,16277,23554,18014,15511,14590,13657,9484,4497,1601
Fauquier ,VA,4176,9215,8611,7850,8290,10371,10542,6996,3492,1132
Fayette ,AL,921,1959,1892,1886,1812,2127,2364,1987,1145,340
Fayette ,GA,5121,15172,15613,10215,12886,16756,17060,12637,5920,2079
Fayette ,IL,1267,2450,2594,2721,2664,2728,2926,2225,1272,569
Fayette ,IN,1180,2833,2688,2548,2832,3061,3205,2719,1379,602
Fayette ,IA,1076,2327,2533,2182,1955,2300,3060,2192,1370,665
Fayette ,KY,19525,37465,56155,49912,42422,37762,37325,25911,12167,5136
Fayette ,OH,1704,3886,3311,3449,3406,3819,4000,2991,1612,488
Fayette ,PA,6654,13768,14128,15616,14676,17860,20136,15591,8261,3751
Fayette ,TN,2027,4210,4224,4516,4441,5615,6819,5249,2633,773
Fayette ,TX,1270,2949,2686,2425,2658,2855,4075,3498,2039,894
Fayette ,WV,2276,5107,4583,4744,5255,5522,6479,5328,2712,1012
Fentress ,TN,965,2128,2050,1841,1956,2534,2743,2507,1187,306
Fergus ,MT,614,1328,1060,1188,1239,1244,1716,1568,811,345
Ferry ,WA,367,727,807,670,768,912,1316,1331,575,176
Fillmore ,MN,1398,2987,2228,2130,2410,2429,3067,2317,1317,775
Fillmore ,NE,297,565,616,637,609,669,884,633,402,215
Finney ,KS,3193,6106,5731,5183,4363,4109,3892,2371,1107,556
Fisher ,TX,211,481,388,426,372,449,569,477,329,137
Flagler ,FL,4369,10799,10560,10088,10766,13425,17632,19944,10787,3697
Flathead ,MT,5907,12778,10587,12328,12783,12110,15664,12519,5467,1963
Fleming ,KY,907,1952,1714,1629,1726,1989,1932,1564,772,247
Florence ,SC,8256,18785,17528,17610,16820,17778,17911,14322,6790,2359
Florence ,WI,167,361,331,379,404,601,953,679,328,118
Floyd ,GA,5967,12776,13720,12672,11741,12339,12322,9341,5136,1913
Floyd ,IN,4646,9845,9563,9950,9699,10410,11119,7593,3537,1419
Floyd ,IA,979,1990,1856,1700,1635,1933,2231,1825,1127,485
Floyd ,KY,2092,4443,3961,4221,4472,4850,5218,4127,1911,550
Floyd ,TX,378,932,779,649,655,653,699,550,380,162
Floyd ,VA,764,1786,1603,1527,1795,2169,2547,2101,1132,371
Fluvanna ,VA,1295,3015,2883,3143,3439,3685,3905,3188,1688,542
Foard ,TX,45,147,138,109,104,166,175,152,117,47
Fond du Lac ,WI,5436,12653,12599,12227,12490,13396,15182,10780,5592,2711
Ford ,IL,809,1660,1588,1545,1533,1624,2018,1232,797,458
Ford ,KS,3011,5681,5004,4681,4127,3920,3672,2082,1074,636
Forest ,PA,152,329,1104,1291,840,920,998,944,559,142
Forest ,WI,511,934,1072,915,851,1129,1515,1179,639,246
Forrest ,MS,4901,9762,13429,11301,8925,8149,8381,5857,3072,1259
Forsyth ,GA,14131,38556,29604,23062,37968,39147,25723,17470,8565,2386
Forsyth ,NC,22538,49299,51702,50269,45462,49737,49475,35528,17545,7544
Fort Bend ,TX,54653,123640,103255,94889,120269,110671,93353,57850,21669,7609
Foster ,ND,205,371,344,343,329,366,534,358,212,154
Fountain ,IN,896,2016,1943,1824,1831,2190,2369,1797,1054,431
Franklin ,AL,2084,4285,3855,3887,3878,4155,3923,3005,1726,565
Franklin ,AR,993,2326,2194,2020,2121,2226,2487,1897,1108,438
Franklin ,FL,531,1073,1039,1709,1332,1493,1745,1732,867,215
Franklin ,GA,1361,2752,3133,2851,2469,2905,3176,2558,1350,468
Franklin ,ID,1017,2528,2048,1440,1782,1403,1565,1094,610,239
Franklin ,IL,2345,4705,4355,4403,4536,5022,5403,4434,2547,951
Franklin ,IN,1344,2885,2786,2385,2659,3132,3358,2460,1253,474
Franklin ,IA,634,1325,1107,1040,1114,1177,1602,1106,664,355
Franklin ,KS,1529,3497,3320,3047,2938,3229,3809,2477,1301,484
Franklin ,KY,2842,5961,6436,6521,6173,6787,6947,5548,2626,974
Franklin ,ME,1247,3064,3798,3218,3013,3832,5020,3996,2006,703
Franklin ,MA,3108,6990,7230,8491,8283,9221,12016,9928,3878,1818
Franklin ,MS,419,1062,909,824,874,953,1194,867,514,172
Franklin ,MO,6281,13389,11942,12844,11741,13742,15733,10472,5516,2010
Franklin ,NE,155,330,288,290,278,318,511,443,284,126
Franklin ,NY,2405,5632,6567,7147,6239,6746,7105,4982,2455,1015
Franklin ,NC,3768,8338,8215,7916,8187,9779,10005,6939,3247,1166
Franklin ,OH,92798,165827,174549,240078,175333,155417,148907,95631,43590,18170
Franklin ,PA,9328,19079,17727,18655,17917,20602,21102,16765,9454,4206
Franklin ,TN,2105,4643,6473,4433,4628,5153,6067,4901,2592,895
Franklin ,TX,579,1475,1222,1169,1128,1299,1542,1332,746,274
Franklin ,VT,2892,6182,5643,6283,6176,6878,7442,4895,2197,833
Franklin ,VA,2665,6127,6281,5615,5483,7687,9118,7963,3997,1259
Franklin ,WA,8466,17344,13684,14636,13069,10007,8447,5587,2311,796
Franklin city,VA,450,1130,893,1021,802,946,1192,897,461,221
Franklin Parish,LA,1446,2855,2427,2483,2343,2270,2727,1975,1169,461
Frederick ,MD,15082,33448,32575,32585,33193,37188,34605,21784,10468,4720
Frederick ,VA,5426,11329,10384,10658,10906,12384,12004,8899,4654,1711
Fredericksburg city,VA,2004,3252,6578,4616,3389,3128,2927,1931,933,386
Freeborn ,MN,1725,3790,3243,3345,3404,3504,4691,3496,2181,1065
Freestone ,TX,1139,2539,2213,2204,2631,2521,2623,2224,1226,488
Fremont ,CO,2048,4374,4598,6942,6315,6245,7097,6125,3141,1136
Fremont ,ID,867,1838,1884,1505,1654,1476,1731,1274,719,220
Fremont ,IA,422,880,725,691,743,818,1130,874,464,246
Fremont ,WY,2668,5838,4624,4791,4493,4313,5582,4394,2023,805
Fresno ,CA,77299,160128,142491,152453,125643,110461,103812,71367,34930,15816
Frio ,TX,1263,2520,3459,3751,2523,2103,1762,1435,730,270
Frontier ,NE,130,284,371,261,247,281,411,328,198,97
Fulton ,AR,601,1443,1307,1105,1193,1517,1882,1780,1064,377
Fulton ,GA,61778,128294,145799,178709,149299,144637,118868,75123,33311,14296
Fulton ,IL,1734,3865,3971,4239,4414,4511,4923,3939,2200,1048
Fulton ,IN,1238,2673,2353,2251,2349,2434,2874,2236,1235,449
Fulton ,KY,402,728,651,818,663,721,900,746,360,131
Fulton ,NY,2676,6093,5992,6514,6194,7536,8087,6069,3024,1406
Fulton ,OH,2537,5603,5315,4715,4943,5443,6209,4339,2165,1007
Fulton ,PA,753,1625,1616,1518,1644,2088,2149,1774,1052,304
Furnas ,NE,271,549,544,448,478,525,719,649,362,170
Gadsden ,FL,2747,5706,5382,5483,5755,5981,6643,4962,2344,891
Gage ,NE,1265,2755,2324,2244,2462,2605,3365,2280,1417,776
Gaines ,TX,2163,4159,3133,2886,2503,2165,2039,1056,581,216
Galax city,VA,310,854,778,777,665,891,854,652,381,261
Gallatin ,IL,262,604,505,540,596,660,713,665,414,99
Gallatin ,KY,565,1198,1094,1131,1087,1261,1263,779,361,93
Gallatin ,MT,6467,12558,21125,18326,15067,11745,12442,9096,3573,1477
Gallia ,OH,1847,3779,3746,3423,3376,3752,4335,3203,1865,653
Galveston ,TX,21536,46270,42390,45199,44553,43895,45442,30039,13489,5077
Garden ,NE,88,226,173,194,151,208,327,253,204,73
Garfield ,CO,4102,8479,7281,8274,8320,7626,7830,5162,1948,748
Garfield ,MT,74,163,132,116,167,135,186,169,104,22
Garfield ,NE,95,190,241,169,182,190,349,276,193,102
Garfield ,OK,4481,8868,7625,8562,7422,6334,7639,5371,3153,1458
Garfield ,UT,299,635,601,564,570,520,716,724,323,128
Garfield ,WA,160,239,215,194,262,239,367,336,150,85
Garland ,AR,5336,11089,10648,11314,10876,11927,14332,13314,7493,2825
Garrard ,KY,974,2164,1886,1941,2109,2504,2793,1881,964,344
Garrett ,MD,1452,2919,3163,3268,3202,3950,4685,3773,1986,765
Garvin ,OK,1846,3919,3342,3310,3452,3252,3703,2778,1608,601
Garza ,TX,302,604,1129,1408,756,916,734,370,272,87
Gasconade ,MO,774,1703,1581,1577,1514,1865,2347,1812,1039,493
Gaston ,NC,13216,28249,26701,29776,27480,32326,29311,21399,10474,3914
Gates ,NC,535,1343,1285,1239,1158,1700,1973,1370,694,276
Geary ,KS,3883,5135,6037,6962,3774,2106,1879,1598,864,356
Geauga ,OH,4962,12087,12257,8228,9812,12893,14633,11023,5708,2428
Gem ,ID,1052,2238,1954,1833,1904,2113,2677,2247,1222,394
Genesee ,MI,23984,51150,51321,50010,47169,53795,58327,41123,21139,8874
Genesee ,NY,2992,6644,6821,7114,6365,7921,8904,5916,3302,1532
Geneva ,AL,1422,3260,2957,2974,3027,3558,3775,3096,1667,578
Gentry ,MO,480,896,738,793,716,774,914,627,447,243
George ,MS,1864,3535,3035,3386,2881,3086,2950,2190,1092,231
Georgetown ,SC,2787,6493,6468,5765,6024,7494,9928,10682,5188,1420
Gibson ,IN,2099,4450,3951,3997,3981,4344,4754,3295,1762,819
Gibson ,TN,3116,6724,5800,5790,6077,6160,6515,4922,2733,1208
Gila ,AZ,3034,6040,5194,5320,4665,5613,8517,8961,4955,1590
Gilchrist ,FL,1037,2002,2809,1894,1867,2275,2631,2057,1201,483
Giles ,TN,1664,3483,3513,3437,3157,3910,4436,3449,1816,638
Giles ,VA,905,1887,1891,1842,1889,2442,2307,2145,1128,408
Gillespie ,TX,1341,3037,2739,2358,2557,2792,4013,4198,2630,1139
Gilliam ,OR,86,221,181,146,199,194,340,288,150,89
Gilmer ,GA,1658,3227,3081,3035,3310,3922,4932,4845,2165,641
Gilmer ,WV,295,678,1371,1179,1094,1061,943,747,445,213
Gilpin ,CO,229,539,485,646,879,1028,1280,783,207,45
Glacier ,MT,1258,2358,1913,1849,1581,1422,1713,990,458,205
Glades ,FL,427,1246,1312,1786,1694,1712,1803,1948,1415,381
Gladwin ,MI,1353,2533,2457,2395,2350,3184,4296,3941,2165,663
Glascock ,GA,142,372,382,329,363,442,427,299,155,84
Glasscock ,TX,90,205,192,167,185,172,166,120,72,19
Glenn ,CA,1995,4255,3728,3621,3250,3148,3597,2532,1376,545
Gloucester ,NJ,15126,36469,37560,36122,36317,41885,41803,27466,13073,5587
Gloucester ,VA,1893,4179,4019,4416,4318,5159,6247,4208,2159,751
Glynn ,GA,4733,10452,10230,10234,9715,10696,11912,10402,5071,1774
Gogebic ,MI,596,1347,1546,1659,1618,1888,2536,2200,1116,590
Golden Valley ,MT,43,98,87,68,89,86,131,134,64,26
Golden Valley ,ND,107,192,196,160,224,181,277,229,117,86
Goliad ,TX,425,875,854,778,817,908,1189,1024,499,215
Gonzales ,TX,1525,3124,2733,2526,2332,2396,2707,1892,1181,410
Goochland ,VA,879,2354,2427,2273,2497,3483,4140,3238,1441,512
Goodhue ,MN,2620,5881,5144,5187,5475,5737,7235,5101,2654,1369
Gooding ,ID,1081,2422,1955,1747,1740,1704,1920,1456,809,362
Gordon ,GA,3477,7960,7515,7287,7384,8319,7183,5132,2603,825
Goshen ,WY,771,1436,1715,1560,1499,1519,1942,1570,920,444
Gosper ,NE,117,232,220,190,198,229,333,250,147,80
Gove ,KS,167,362,268,253,282,241,404,311,192,132
Grady ,GA,1600,3509,2877,2848,2885,3201,3316,2652,1391,469
Grady ,OK,3160,7805,6765,6581,7254,7027,7945,5332,2747,935
Grafton ,NH,3664,8189,14458,10983,9131,10854,13941,10854,5319,2393
Graham ,AZ,2730,5855,5683,5595,4905,4042,3952,3018,1667,625
Graham ,KS,101,306,216,239,265,237,444,300,270,114
Graham ,NC,408,970,914,888,921,1108,1256,1094,679,246
Grainger ,TN,1153,2640,2553,2496,2636,3460,3466,2947,1453,341
Grand ,CO,632,1481,1569,2189,1969,2048,2905,1963,580,189
Grand ,UT,595,1152,1010,1247,1332,1149,1462,1140,481,196
Grand Forks ,ND,4914,8052,16086,11563,7346,6207,7625,5180,2502,1295
Grand Isle ,VT,293,733,701,778,783,969,1358,1019,359,97
Grand Traverse ,MI,4855,10524,10294,11552,10946,11580,14395,11062,5071,2294
Granite ,MT,114,296,286,270,355,354,671,610,319,103
Grant ,AR,980,2337,2128,2196,2306,2449,2517,1897,1010,368
Grant ,IN,3542,7681,10794,7209,6875,7938,9223,6983,4085,1606
Grant ,KS,571,1278,1087,828,874,781,914,593,293,117
Grant ,KY,1884,3706,3237,3132,3059,3453,3198,2116,1056,280
Grant ,MN,376,777,579,629,715,615,929,716,445,240
Grant ,NE,56,84,55,72,77,54,113,88,55,6
Grant ,NM,1435,3051,3135,2635,2760,2723,4023,4390,2291,903
Grant ,ND,148,279,190,216,211,248,372,380,223,107
Grant ,OK,261,601,458,476,449,491,639,492,323,136
Grant ,OR,314,731,629,695,706,721,1200,1200,699,281
Grant ,SD,443,896,793,674,783,871,1198,825,440,224
Grant ,WA,7470,16629,13656,13329,11507,10573,10818,8062,3773,1514
Grant ,WV,638,1221,1208,1206,1235,1588,1693,1610,901,326
Grant ,WI,2939,5998,10702,5604,5248,5395,6773,4749,2827,1319
Grant Parish,LA,1329,2648,2531,3827,3253,2773,2701,2076,1027,317
Granville ,NC,3031,6986,7322,7135,7266,9254,8828,6250,2951,1092
Gratiot ,MI,1940,4510,6020,5324,5104,5281,5314,3888,2126,1092
Graves ,KY,2516,4935,4350,4485,4382,4717,5031,3929,2158,814
Gray ,KS,460,995,834,661,759,647,767,498,280,132
Gray ,TX,1508,3230,2567,2914,2857,2655,2613,1891,1163,497
Grays Harbor ,WA,3907,8662,7690,8762,8420,8936,11556,9868,4520,1580
Grayson ,KY,1598,3461,3100,3206,3205,3357,3717,2808,1423,446
Grayson ,TX,8595,17964,16574,16608,15580,16486,18567,13835,7079,2703
Grayson ,VA,654,1448,1624,1646,1699,2239,2489,2178,1190,464
Greeley ,KS,72,202,118,144,144,107,186,119,76,59
Greeley ,NE,150,313,242,233,246,223,345,283,205,116
Green ,KY,609,1293,1201,1124,1296,1551,1695,1313,719,248
Green ,WI,1922,4746,4081,3983,4429,5027,5830,3944,1984,983
Green Lake ,WI,1096,2348,2164,1775,1987,2286,3061,2425,1273,503
Greenbrier ,WV,1799,3785,3530,3749,4090,4408,5326,4721,2438,940
Greene ,AL,475,1033,948,952,829,895,1264,1072,524,241
Greene ,AR,2968,6238,5626,6026,5787,6011,5427,4223,2256,763
Greene ,GA,884,1866,1590,1659,1879,1898,2780,3175,1556,411
Greene ,IL,683,1599,1472,1487,1548,1736,1968,1409,809,333
Greene ,IN,1659,3971,3688,3538,3677,4485,4740,3567,1936,745
Greene ,IA,565,1146,1009,937,930,1049,1362,1040,614,329
Greene ,MS,637,1533,1697,2239,1934,1900,1626,1196,629,195
Greene ,MO,17658,33577,49489,41158,34293,32874,34789,26683,14611,6791
Greene ,NY,1967,4335,5827,5585,5166,6489,7614,6163,3113,1232
Greene ,NC,1014,2470,2517,2958,2864,2709,2999,2131,955,395
Greene ,OH,9512,19150,26075,22379,19074,20027,22949,16737,8495,3597
Greene ,PA,1906,3968,4635,4497,4359,4923,5322,4151,1902,843
Greene ,TN,3353,7490,8064,7571,7906,9593,10192,8708,4787,1423
Greene ,VA,1240,2708,2132,2384,2403,2723,2757,2124,997,311
Greenlee ,AZ,756,1433,1238,1405,1274,1066,1063,703,354,191
Greensville ,VA,592,1100,1299,1865,1713,1812,1491,1088,507,160
Greenup ,KY,1876,4320,3785,3880,4299,4713,5007,4264,2271,853
Greenville ,SC,32066,66803,64636,71972,65541,67204,64855,48584,23795,8757
Greenwood ,KS,337,737,639,500,622,706,1005,840,445,224
Greenwood ,SC,4230,9141,9310,8916,8006,8905,9138,7321,3949,1825
Greer ,OK,283,651,706,925,805,751,664,510,350,176
Gregg ,TX,8835,18010,16672,17004,14864,14150,15156,10600,5835,2581
Gregory ,SD,277,545,462,347,440,433,636,555,320,197
Grenada ,MS,1351,2851,2576,2571,2432,2716,2814,2202,1143,399
Griggs ,ND,115,265,214,174,209,226,355,367,189,118
Grimes ,TX,1698,3504,3402,3659,3427,3695,4046,3027,1390,512
Grundy ,IL,3191,7349,6477,6369,7070,6843,6500,4250,2132,791
Grundy ,IA,681,1628,1397,1333,1453,1465,1778,1311,861,397
Grundy ,MO,725,1283,1174,1227,951,1078,1336,1057,738,345
Grundy ,TN,753,1586,1535,1478,1584,1765,1849,1654,892,250
Guadalupe ,NM,212,510,538,648,556,444,583,426,297,127
Guadalupe ,TX,10259,23354,21928,21145,23400,21803,19194,13551,6664,2396
Guernsey ,OH,2284,4845,4541,4587,4272,5116,5752,4416,2354,855
Guilford ,NC,31411,66751,78368,73823,65324,70655,66389,47597,23464,9888
Gulf ,FL,647,1435,1594,2322,2028,2294,2357,2119,1031,337
Gunnison ,CO,742,1648,3662,2533,2247,2048,2130,1536,530,170
Guthrie ,IA,586,1325,1224,1030,1178,1317,1653,1321,718,368
Gwinnett ,GA,61223,142569,130040,122815,133782,136583,107505,60758,24469,8037
Haakon ,SD,115,263,202,175,203,158,334,230,167,71
Habersham ,GA,2640,5795,6089,5708,5437,5713,5768,4786,2634,818
Haines Borough,AK,89,240,251,243,297,324,484,391,106,49
Hale ,AL,979,1865,1843,1734,1635,1722,2119,1638,841,350
Hale ,TX,2258,5351,5393,4731,3995,3843,3714,2474,1473,598
Halifax ,NC,2772,6044,5750,5962,5367,6552,7648,6041,3203,1235
Halifax ,VA,1780,3878,3769,3547,3388,4304,5141,4727,2560,1026
Hall ,GA,13293,28790,27494,26211,25217,27254,23783,17813,9128,3165
Hall ,NE,4818,9384,7808,8089,7672,7158,7528,5180,2643,1327
Hall ,TX,143,405,395,302,309,340,433,357,248,96
Hamblen ,TN,3798,8445,7688,7837,7684,8812,8382,6802,3802,1319
Hamilton ,FL,781,1465,2096,1995,1647,1839,1912,1565,720,290
Hamilton ,IL,453,1006,901,850,968,989,1213,945,597,241
Hamilton ,IN,21690,51520,41248,39228,48988,48056,38494,25027,11270,4565
Hamilton ,IA,957,1875,1666,1606,1734,1807,2242,1623,900,542
Hamilton ,KS,198,444,320,358,304,298,320,212,121,32
Hamilton ,NE,584,1240,1141,994,1032,1129,1313,1000,565,282
Hamilton ,NY,116,333,382,337,385,573,922,860,371,155
Hamilton ,OH,53083,104183,106167,124932,97164,97554,108350,71975,35914,17362
Hamilton ,TN,21007,42319,43908,53072,44846,46359,48745,37149,18491,8390
Hamilton ,TX,514,1027,892,942,840,916,1241,1064,721,327
Hamlin ,SD,550,1052,834,633,668,624,797,512,280,161
Hampden ,MA,25624,57024,67346,63048,54056,59989,64270,44989,22439,11621
Hampshire ,MA,5450,13368,42319,17075,15649,18330,21356,16879,7336,3593
Hampshire ,WV,1108,2398,2489,2418,2608,3374,3723,3244,1493,492
Hampton ,SC,1029,2343,2297,2540,2464,2471,2644,2123,1066,374
Hampton city,VA,7993,15507,20511,21000,15163,15017,18377,12161,6208,2376
Hancock ,GA,315,731,904,1163,908,1107,1272,1172,533,243
Hancock ,IL,974,2121,1832,1914,1952,2138,2779,2236,1306,592
Hancock ,IN,4425,10164,9144,9106,9924,10710,10473,7467,3644,1294
Hancock ,IA,606,1293,1212,1093,1207,1181,1713,1279,727,401
Hancock ,KY,601,1228,1056,982,1030,1184,1191,879,470,137
Hancock ,ME,2391,5302,5273,6068,5702,7142,9444,8185,3761,1543
Hancock ,MS,2433,5418,5290,5611,5336,6368,7495,5676,2836,871
Hancock ,OH,4542,9364,9806,10391,8836,9427,10452,7429,3967,1716
Hancock ,TN,352,764,686,733,753,836,1029,877,393,126
Hancock ,WV,1301,3159,2963,3035,3339,3954,4621,3812,1982,928
Hand ,SD,191,432,309,316,326,347,515,356,273,197
Hanover ,VA,5416,13637,13730,11112,12676,15495,16141,11221,5578,2233
Hansford ,TX,416,899,754,694,613,638,642,427,265,115
Hanson ,SD,256,592,434,315,421,410,427,386,105,30
Haralson ,GA,1773,4023,3573,3843,3556,4255,3737,2828,1488,457
Hardee ,FL,1879,4062,3919,3650,3070,3263,2870,2506,1479,547
Hardeman ,TN,1317,2739,3078,3719,3213,3251,3341,2743,1350,469
Hardeman ,TX,200,490,441,407,467,497,538,483,282,117
Hardin ,IL,165,404,398,346,410,548,634,595,309,101
Hardin ,IA,844,1810,2149,1784,1908,1965,2692,1864,1184,668
Hardin ,KY,7362,15236,14691,14988,14217,14185,14280,9158,4537,1702
Hardin ,OH,1947,4062,6080,3289,3369,3711,3969,2909,1544,600
Hardin ,TN,1371,2974,2758,2750,2796,3385,3787,3414,1886,655
Hardin ,TX,3725,7963,6675,7199,7126,7190,7801,5588,2871,1069
Harding ,NM,25,47,42,54,56,58,126,131,61,55
Harding ,SD,82,144,147,152,134,151,217,131,57,34
Hardy ,WV,722,1624,1368,1461,1563,1911,2111,1805,956,254
Harford ,MD,14330,31670,31175,31667,31402,36077,36507,24497,12077,4554
Harlan ,KY,1735,3366,2769,3258,3049,3448,3839,3044,1387,514
Harlan ,NE,184,409,343,283,326,389,576,484,276,131
Harmon ,OK,168,389,307,293,297,337,348,286,159,80
Harnett ,NC,9938,19657,17332,21122,18229,16515,14698,10210,4984,1529
Harney ,OR,437,823,769,800,816,799,1092,1019,575,199
Harper ,KS,348,801,579,585,578,566,782,649,405,213
Harper ,OK,256,599,422,405,468,421,540,354,230,102
Harris ,GA,1635,4254,4122,3587,4040,5144,5217,4191,1711,574
Harris ,TX,354882,694957,637854,756519,671100,584579,504464,309364,133569,51331
Harrison ,IN,2398,5099,4452,4693,5038,5495,6033,4313,2035,794
Harrison ,IA,874,1799,1592,1507,1559,1772,2246,1496,854,435
Harrison ,KY,1164,2309,2236,2152,2139,2639,2841,1918,1020,360
Harrison ,MS,13508,27944,27706,29330,25418,25035,26805,18765,9026,3113
Harrison ,MO,537,1165,893,887,878,939,1225,947,614,329
Harrison ,OH,813,1746,1654,1603,1589,2016,2526,1850,983,394
Harrison ,TX,4301,9648,8631,7967,7924,8074,8904,6706,3326,1245
Harrison ,WV,3717,8255,7394,8040,8318,8934,9756,7520,3954,1666
Harrisonburg city,VA,3067,4798,18556,7708,5897,4697,4226,2807,1456,821
Hart ,GA,1395,3124,2894,2984,2811,3487,3765,3220,1836,583
Hart ,KY,1324,2512,2277,2224,2147,2511,2779,1838,967,327
Hartford ,CT,47866,105001,115038,118473,109939,119924,123582,84279,44827,23768
Hartley ,TX,301,681,591,811,894,872,615,426,303,125
Harvey ,KS,2010,4756,4800,3772,3966,3640,4584,3369,2100,1213
Haskell ,KS,280,644,570,473,454,450,535,360,164,67
Haskell ,OK,764,1681,1489,1438,1525,1472,1729,1456,831,283
Haskell ,TX,224,623,799,812,665,604,809,700,397,180
Hawaii ,HI,11890,24730,21086,23947,24008,23302,29988,26725,10237,5070
Hawkins ,TN,2709,6392,6207,6362,6223,8330,8363,7112,3646,1186
Hayes ,NE,68,108,94,85,80,63,166,124,81,47
Hays ,TX,13905,28785,45294,32106,30115,25170,22792,16055,6315,2094
Haywood ,NC,2998,6278,5935,7086,6758,8199,9469,8726,4806,1716
Haywood ,TN,961,2188,2070,1986,2034,2188,2609,1969,917,413
Heard ,GA,667,1538,1495,1404,1372,1675,1654,1275,598,201
Hemphill ,TX,258,679,530,406,527,428,444,335,151,67
Hempstead ,AR,1565,3198,2590,2415,2478,2567,3023,2131,1287,487
Henderson ,IL,338,670,656,632,690,848,1189,895,550,241
Henderson ,KY,2758,6054,5165,5625,5522,5825,6630,4777,2316,919
Henderson ,NC,5623,12510,11580,12093,12880,14866,17122,16892,9494,3688
Henderson ,TN,1609,3627,3191,3276,3457,3709,3848,3003,1560,567
Henderson ,TX,4636,9969,9488,9130,8677,10021,12296,10335,5860,1887
Hendricks ,IN,9794,24373,21054,20845,24072,23018,20712,13974,6731,2436
Hendry ,FL,3072,6171,5584,6012,5165,5271,4569,3201,1780,731
Hennepin ,MN,81461,152027,150174,214382,171890,153454,159252,103759,48393,24636
Henrico ,VA,19533,41791,38404,47414,43942,44206,42926,29743,14317,6985
Henry ,AL,915,1986,1841,1852,2051,2264,2390,2362,1125,423
Henry ,GA,13478,33585,33523,28241,31303,35305,27969,17342,7392,2082
Henry ,IL,2765,6230,5487,5380,5899,6095,7253,5598,3039,1344
Henry ,IN,2416,5595,5780,5944,5863,6684,6855,5173,2871,1090
Henry ,IA,1144,2422,2796,2393,2314,2503,2689,2126,1152,528
Henry ,KY,949,2135,1952,1794,1912,2209,2325,1722,845,263
Henry ,MO,1294,2674,2357,2433,2340,2675,3281,2687,1489,562
Henry ,OH,1547,3584,3232,3088,3239,3375,3966,2764,1588,703
Henry ,TN,1683,3774,3422,3404,3496,4178,4875,4389,2374,763
Henry ,VA,2363,5715,5325,5312,5149,7009,7902,6513,4105,1560
Herkimer ,NY,3158,7288,7424,7028,6657,8021,9442,7295,3806,1714
Hernando ,FL,8695,19870,19110,20118,19357,23455,27848,28122,17845,6445
Hertford ,NC,1084,2560,3455,2863,2579,2809,3630,2666,1430,583
Hettinger ,ND,179,350,235,306,254,263,363,266,195,103
Hickman ,KY,205,489,441,460,449,603,645,609,354,166
Hickman ,TN,1389,2884,2937,3288,3134,3537,3493,2643,1348,410
Hickory ,MO,426,913,780,719,775,1125,1654,1805,1011,301
Hidalgo ,NM,267,545,500,474,370,517,619,532,293,123
Hidalgo ,TX,77329,157380,141979,116551,109478,95049,72148,53786,30086,12153
Highland ,OH,2743,5660,5064,4943,5035,5683,5975,4578,2420,957
Highland ,VA,100,132,151,191,170,213,493,460,228,72
