county,state,county_state,lat,long,totalpop,total_votes20,votes20_donald_trump,votes20_joe_biden,percentage20_donald_trump,percentage20_joe_biden,cases,deaths,men,women,hispanic,white,black,native,asian,pacific,income,incomepercap,poverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010,age_oto4,age_5to14,age_15to24,age_25to34,age_35to44,age_45to54,age_55to64,age_65to74,age_75to84,age_84plus,evangelicals,protestant,catholic,orthodox,muslim,other
Lawrence,MO,"Lawrence, MO",37.10626634,-93.83293097,38131,17930,14421,3214,0.804,0.179,1193,24,19072,19059,7.2,89.7,0.6,0.5,0.5,0,41673,21022,17.1,27.7,21.2,19.6,10.2,21.2,78.1,12.2,0.1,1.8,2.7,5.1,22.2,16701,79.6,11.4,8.6,0.4,6.2,2.607222005,0,63.2,2555,5391,4710,4259,4468,4776,5182,3789,2228,1001,0,0,0,0,0,0
Le Flore,OK,"Le Flore, OK",34.89851864,-94.70392124,49860,18805,15213,3299,0.809,0.175,1749,24,25028,24832,6.8,71.9,2.3,10.1,0.4,0.1,39253,20264,22.2,26,19.4,20.8,16.1,17.7,85.7,9.3,0.1,1.5,1.1,2.3,24.2,18689,74.3,18.9,6.4,0.4,6.9,2.005897338,0,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Sueur,MN,"Le Sueur, MN",44.37136597,-93.72844721,27810,16775,10775,5671,0.642,0.338,702,6,14086,13724,5.7,91.7,0.8,0.2,0.4,0,65500,31135,8.8,31.9,14.9,20,13.7,19.4,82.3,9.2,0.4,2.8,0.6,4.7,25.8,14665,80.2,12.8,6.8,0.2,3.9,3.461764808,0,61.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lea,NM,"Lea, NM",32.79215361,-103.4123733,69505,20918,16531,4061,0.79,0.194,2217,30,35804,33701,56.8,37.2,3.6,0.7,0,0,59285,24507,16.1,25,15.2,21.9,20.1,17.7,84.1,10.9,0.4,1.5,0.9,2.1,20.4,28672,79.2,15.4,5.4,0.1,6.2,1.407063459,0,14.7,5434,12021,10017,10134,8910,7600,7547,4634,2339,975,0,0,0,0,0,0
Leake,MS,"Leake, MS",32.7536828,-89.52402044,22936,8407,4973,3358,0.592,0.399,1181,42,11534,11402,4.4,47.4,41.9,5.8,0.2,0,35578,18825,25.1,24.2,20.5,20.3,14.9,20.1,78.1,17.8,0.3,1.3,0.8,1.7,29.7,8855,75.7,18.5,5.8,0,9.2,4.388659703,0,40.8,1448,3115,3131,2916,2807,2782,2845,2176,1087,456,0,0,0,0,0,0
Leavenworth,KS,"Leavenworth, KS",39.20183497,-95.03620809,79359,36115,21378,13753,0.592,0.381,2603,18,42581,36778,6.8,79.2,8.4,0.4,1.5,0,70022,30170,9,37.8,19,21.7,10.2,11.4,81.4,11,0.3,2.1,1.8,3.3,22.6,34678,70.8,25.5,3.7,0,4.2,2.446243793,0,164.7,5308,10857,9682,11211,11713,10276,10526,7121,3377,1281,0,0,0,0,0,0
Lebanon,PA,"Lebanon, PA",40.36680311,-76.45651841,137616,70890,46267,23646,0.653,0.334,3215,67,67390,70226,12.2,83.4,1.8,0.1,1.3,0,57698,27916,10.5,30.1,18.4,24,9.5,18,81.1,9,0.7,4.3,1,4,23.1,65970,82.4,11.1,6.3,0.2,5.8,0.705253433,0,369.1,8274,18305,17558,16581,16525,17591,19083,14937,8404,4056,0,0,0,0,0,0
Lee,FL,"Lee, FL",26.58410348,-81.88399313,700165,393854,233242,157672,0.592,0.4,23685,518,342731,357434,20.2,68.4,8.2,0.2,1.5,0,52052,30233,14.9,30.4,21.7,27.7,11.8,8.3,79.9,9.7,0.8,1,2.9,5.6,27.2,287128,83.2,10.3,6.2,0.2,7.1,0.129772884,0.129772884,788.7,34544,74719,75088,82673,77371,88217,106104,117275,72569,26050,0,0,0,0,0,0
Lee,GA,"Lee, GA",31.7793306,-84.14324253,29216,16714,12007,4558,0.718,0.273,756,30,14524,14692,2.7,72.8,19.5,0,2.5,0.1,65018,28061,11.6,39.9,11.6,25,11.3,12.2,87.6,7.9,0,0.2,0.3,4,20.5,13503,70.1,24.1,5.6,0.3,7.1,3.334222459,0,79.5,1830,4519,3738,3848,4360,4107,3611,2509,946,296,0,0,0,0,0,0
Lee,AL,"Lee, AL",32.60154883,-85.35132246,156597,70980,42019,27600,0.592,0.389,6715,65,77172,79425,3.7,67.6,22.9,0.1,3.8,0,47564,26170,22,41,16.6,22.7,7.1,12.6,84.7,8.1,0.8,1.9,1,3.5,22.2,71677,77.1,18.3,4.4,0.2,5.7,0.607747566,0,230.8,9629,19594,35231,23253,19742,19328,17683,12160,5520,1801,0,0,0,0,0,0
Lee,SC,"Lee, SC",34.16393091,-80.25690731,17897,8431,3008,5329,0.357,0.632,795,36,9246,8651,2.3,32.6,62.6,0.4,0,0,31963,16972,26.4,23.4,16.5,25.7,7.5,26.9,85.8,7.7,0.4,2.1,2,2,26.8,6005,79.5,14.2,6.1,0.2,9,5.942476824,0,46.9,869,1945,2236,2388,1968,2126,2463,1960,894,293,0,0,0,0,0,0
Lee,MS,"Lee, MS",34.2918775,-88.68149954,84840,31762,21297,9910,0.671,0.312,3743,83,40635,44205,2.6,66.4,28.9,0.2,0.8,0,45985,23968,17.3,31,15.4,25.1,7.5,21,87.7,8.1,0.3,1.1,0.8,2.1,19.9,38185,83.2,12.1,4.7,0.1,6.3,1.170466782,0,184.3,5826,12034,10787,11290,10878,11062,10727,7371,3819,1408,0,0,0,0,0,0
Lee,NC,"Lee, NC",35.47623147,-79.17569362,59805,28851,16388,12076,0.568,0.419,2157,20,29055,30750,19.3,58.2,18.9,0.7,1,0,49272,23613,17.5,29.9,17.1,21,11.4,20.5,84.4,11.1,0.3,0.9,0.5,2.7,24.7,26983,79.2,16,4.5,0.3,7.4,1.618673012,0,227,3940,8381,7522,7796,7364,8221,8110,5918,2904,1296,0,0,0,0,0,0
Lee,VA,"Lee, VA",36.70586667,-83.12606515,24428,9932,8365,1489,0.842,0.15,579,10,12792,11636,2,92.8,4.4,0.3,0.1,0,32590,18514,26.2,29.6,20.1,21.2,13.4,15.8,86.6,8.6,0.2,1.7,0.8,2.1,29.8,7559,71.8,22.2,5.4,0.6,11.4,8.53861589,0,58.8,1079,2517,2377,2941,2877,3205,3519,2948,1623,455,0,0,0,0,0,0
Lee,AR,"Lee, AR",34.78498904,-90.78383866,9614,2848,1286,1423,0.452,0.5,1113,18,5455,4159,1.4,40.7,56.9,0.1,0.1,0,27901,15610,27.3,20.8,23.9,18.5,16.2,20.7,78.5,15.6,0,2.3,2,1.6,20.8,2842,66.9,23,10.1,0,15.3,11.29050469,0,17.3,447,888,1018,1378,1127,1203,1160,979,534,251,0,0,0,0,0,0
Lee,TX,"Lee, TX",30.31120597,-96.97045773,16850,8075,6248,1745,0.774,0.216,245,15,8476,8374,23.2,63.7,11,0,0.9,0,55741,26740,13.8,26.5,22.6,23.1,13.1,14.7,76.8,13.9,0,1.6,1.1,6.6,25.7,7894,72.2,15.7,11.7,0.4,4.5,5.80080051,0,26.4,990,2041,2080,1984,2045,2114,2720,1793,1027,350,0,0,0,0,0,0
Lee,IL,"Lee, IL",41.74583951,-89.29977132,34670,16351,9584,6368,0.586,0.389,926,2,18375,16295,5.9,86.7,5.2,0.2,0.7,0.1,58319,28179,11.8,31.5,17.8,22.9,9.9,17.9,83.8,8.5,0.5,1.9,1.2,4.2,21.5,15386,77.8,14,7.9,0.3,5.9,5.865790709,0,49.7,1707,3889,3684,4329,4170,4559,5177,3774,1993,941,0,0,0,0,0,0
Lee,IA,"Lee, IA",40.64181461,-91.48183025,34785,16721,9763,6539,0.584,0.391,1093,13,17553,17232,3.5,91,2.5,0.1,0.6,0,48266,24408,16.3,24.9,20,20.1,11.1,23.9,84.8,6.8,0.5,2.3,2.5,3.1,17.5,16022,78.3,14.8,6.5,0.3,7.6,2.971150132,0,69.3,2049,3979,3755,4025,3860,4273,5197,4034,1981,902,0,0,0,0,0,0
Lee,KY,"Lee, KY",37.59645942,-83.71513901,6717,2659,2159,459,0.812,0.173,189,7,3375,3342,0.8,96.8,1.3,0.3,0.3,0,23297,16489,32.7,29.9,12.4,21.7,13.5,22.5,81,9.4,0,3.5,5.6,0.5,32.1,1713,66.7,25.3,7.6,0.4,10.3,13.50803728,0,37.8,406,709,734,937,876,1057,1078,818,324,94,0,0,0,0,0,0
Leelanau,MI,"Leelanau, MI",44.94430054,-85.80150326,21564,16930,7915,8793,0.468,0.519,163,2,10681,10883,4.2,90.2,0.5,2.5,0.7,0,62646,37061,7.7,35.9,18.3,23.8,12.4,9.5,74.1,11.3,0.9,2.7,2.2,8.9,22,9734,76.9,10.9,11.4,0.8,6.3,4.595377051,0,62.5,865,1940,2057,1880,1982,2290,4019,3906,1994,831,0,0,0,0,0,0
Leflore,MS,"Leflore, MS",33.55545125,-90.29900733,30113,8178,2623,5444,0.321,0.666,1767,88,14013,16100,2.6,22.9,73.2,0,0.7,0,25210,15403,40.3,28.1,21,23,8.9,19,87.3,7,0.9,2.2,0.2,2.5,15.5,9106,74.4,18.5,6.9,0.2,12,3.5482383,0,54.5,2236,4467,4534,3704,3264,3067,3476,2392,1214,565,0,0,0,0,0,0
Lehigh,PA,"Lehigh, PA",40.6154815,-75.59435245,360774,180284,82287,95889,0.456,0.532,6863,366,176067,184707,22.8,66.5,5.4,0.1,3.3,0,60116,30988,13.3,35.1,16.6,24.7,7.1,16.6,80.6,9.6,2.1,2.3,0.9,4.5,24.7,174705,87.9,7.8,4.2,0.1,7,0.270769364,0,1012.5,21831,46728,48212,48755,45741,47157,48169,34098,18376,9033,0,0,0,0,0,0
Lemhi,ID,"Lemhi, ID",44.9438088,-113.9309747,7755,4738,3592,1032,0.758,0.218,290,1,3906,3849,3.2,93.3,0.2,0.6,0.2,0,36031,22489,17.1,30.7,16.6,26.6,14.5,11.6,72,12.6,0.1,4.9,3.3,7.1,16,3109,65.1,20.9,13.5,0.5,4.4,12.4579544,0,1.7,394,815,705,694,792,770,1382,1380,751,278,0,0,0,0,0,0
Lenawee,MI,"Lenawee, MI",41.89475156,-84.06603727,98585,53448,31539,20916,0.59,0.391,1223,20,49929,48656,7.8,87,2.4,0.3,0.3,0.1,51339,25649,13.7,28.4,18.5,23.4,9.8,19.8,83,9.9,0.3,2.7,1,3.1,26.8,44355,82.5,12,5.4,0.1,5.9,1.015733715,0,133.3,5364,11496,12723,11420,11518,12974,14126,11102,5401,2142,0,0,0,0,0,0
Lenoir,NC,"Lenoir, NC",35.2403259,-77.64245615,57934,28177,14500,13494,0.515,0.479,1538,41,27701,30233,7.5,49.7,38.7,0.4,0.6,0,37515,21594,22.3,28,21.8,20.1,11.5,18.6,78.4,16.4,0.2,2.5,0.9,1.6,22.2,23873,74.8,18.5,6.4,0.2,11.6,1.787342044,0,148.5,3209,7166,6709,6271,6079,6991,8463,6387,3409,1292,0,0,0,0,0,0
Leon,FL,"Leon, FL",30.45955727,-84.27491114,285890,162895,57446,103492,0.353,0.635,12430,118,135980,149910,6.1,57.2,30.7,0.2,3.3,0,49941,28548,20.5,45.1,18.2,26.4,5.2,5.1,80.7,9.4,1.6,2.4,2,3.9,20.8,143570,64.8,31.3,3.8,0.1,8.8,0.340620338,0,413.1,15155,30175,71945,42524,32118,29755,31675,24414,10518,4223,0,0,0,0,0,0
Leon,TX,"Leon, TX",31.29872538,-95.9936328,16966,8672,7522,1072,0.867,0.124,372,12,8485,8481,14.2,76.5,7.2,0.6,0.7,0.2,44875,27096,16.3,26.9,18.8,18.3,19.3,16.7,76.3,9.8,0,4.1,4.9,5,28.3,6574,68.6,16,15,0.4,7.1,5.745805562,0,15.7,1055,2163,1835,1657,1827,1882,2625,2376,1403,447,0,0,0,0,0,0
Leslie,KY,"Leslie, KY",37.09246661,-83.37999606,10648,4814,4318,446,0.897,0.093,139,1,5325,5323,0.6,97.8,0.1,0,0.4,0,27861,15112,34.5,29.3,21,19.5,14.5,15.8,85.9,9,1.8,1.9,0.6,0.9,32.6,2774,69.5,26.2,4.3,0,14.6,10.12453174,0,28.2,599,1221,1037,1305,1214,1423,1526,1091,551,176,0,0,0,0,0,0
Letcher,KY,"Letcher, KY",37.12306748,-82.85346474,23011,9135,7226,1799,0.791,0.197,323,2,11267,11744,0.7,97.7,0.3,0.2,0.2,0,30293,18085,30.5,35.3,15.9,22.1,13.5,13.2,84.1,9.1,0.7,1.6,0.7,3.8,25.6,7058,75.3,19.8,4.6,0.3,12.2,4.639725328,0,72.6,1318,2688,2205,2447,2711,2899,3354,2687,1247,343,0,0,0,0,0,0
Levy,FL,"Levy, FL",29.31829741,-82.74007147,39713,23180,16746,6203,0.722,0.268,1159,12,19415,20298,8,80.3,8.7,0.2,0.6,0,36554,21043,21.9,23.3,23.7,24.4,16.9,11.6,80.6,10.9,0,1.5,1.1,5.9,30,14623,72.3,18,9.5,0.2,8.5,2.409464376,0,36.5,2069,4526,3951,4569,4033,5032,6487,5972,3242,889,0,0,0,0,0,0
Lewis,WA,"Lewis, WA",46.57756476,-122.3925769,76012,44935,29318,14462,0.652,0.322,757,12,37884,38128,9.8,84.2,0.5,0.6,1.2,0.1,46387,23853,16,26.4,19.9,23.8,12.3,17.6,78.2,12.6,0.7,2.5,0.7,5.2,27.1,29789,74.3,18.6,6.8,0.3,8.8,1.239049897,0,31.4,4706,9408,8847,9497,9107,9530,11804,9974,5003,1728,0,0,0,0,0,0
Lewis,TN,"Lewis, TN",35.52853208,-87.49022694,11944,5604,4473,1068,0.798,0.191,481,6,5864,6080,2.2,93.5,1.2,0,2.7,0,37092,20099,22.1,27.3,17.4,23.1,11.6,20.6,72.6,17.6,0.6,1.2,3.5,4.5,26.2,4772,77.4,11.6,11,0,4,8.151287903,0,43.1,676,1456,1371,1350,1383,1516,1805,1483,738,308,0,0,0,0,0,0
Lewis,KY,"Lewis, KY",38.53184419,-83.37735618,13565,5883,4986,823,0.848,0.14,330,17,6748,6817,0.2,97.9,0.4,0.8,0.1,0,32054,19346,26.1,28,18,14.6,15.6,23.8,81,10.8,0.2,0.9,2.1,5.1,32.4,4561,73.1,14.2,12.8,0,7,7.532956685,0,28.7,737,1608,1477,1539,1601,1778,2048,1443,800,226,0,0,0,0,0,0
Lewis,NY,"Lewis, NY",43.7844157,-75.44903992,26845,10878,7931,2768,0.729,0.254,148,0,13525,13320,1.7,95.8,0.7,0.2,0.4,0.1,51475,25779,14.2,31,16.9,18,18.4,15.8,79.4,9.1,0.3,5.4,1.1,4.7,24.5,11838,66.2,23.1,10.1,0.6,7.6,7.605719501,0,21.3,1631,3365,3046,3058,2948,3394,4160,2750,1478,617,0,0,0,0,0,0
Lewis,WV,"Lewis, WV",38.9947249,-80.49988181,16371,7457,5782,1538,0.775,0.206,110,2,8198,8173,1.3,96.6,0.2,0.4,0.4,0,39793,21513,19.8,24.3,19.2,25.3,16.4,14.8,83.4,8.5,0,1.9,3.8,2.5,28.2,6279,76.7,17.2,6,0,7.5,6.286540517,0,42.5,889,1947,1656,1803,1930,2185,2308,1956,1020,330,0,0,0,0,0,0
Lewis,MO,"Lewis, MO",40.09673161,-91.72070156,10078,4607,3541,984,0.769,0.214,226,2,5081,4997,1.7,92.8,2.9,0.6,0.2,0.1,47148,22083,15.2,23.6,20,19.8,13,23.5,74.8,10.7,0.5,4.1,1.2,8.7,25.3,4814,81.2,10.7,8,0.1,2.9,10.22913257,0,20.2,562,1231,1619,1020,1064,1153,1384,983,582,257,0,0,0,0,0,0
Lewis and Clark,MT,"Lewis and Clark, MT",47.12610041,-112.394698,66290,42485,21409,19743,0.504,0.465,1097,6,32898,33392,3.1,91.7,0.3,1.8,0.6,0.1,60789,31252,11.4,45.2,16.3,22.8,8.6,7.2,77.5,9.8,0.4,4.4,2.1,5.9,16.4,34118,64.6,28.9,6.4,0.1,3.2,1.440258094,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington,SC,"Lexington, SC",33.89665987,-81.27146426,281870,144568,92817,49301,0.642,0.341,9265,214,137467,144403,5.8,75.6,14.4,0.3,1.7,0.1,57482,29311,12.8,37,15,25.8,10.3,12,83.9,8.9,0.2,0.7,2.4,3.9,25.5,136891,76.9,17.9,5.1,0.1,6,0.334728033,0,375.4,17000,39381,34217,39910,38223,40144,39576,28410,13365,4806,0,0,0,0,0,0
Liberty,GA,"Liberty, GA",31.82588896,-81.49251135,62120,21326,7944,13051,0.373,0.612,1289,25,31466,30654,12.5,40.3,40,0.4,2.1,0.5,43493,20966,16.6,27.9,23,24.5,9.5,15.1,82.8,9.8,0.5,3.8,2,1.1,21.6,22406,62,33.6,4.1,0.3,11.9,1.627736632,0,129.5,6386,8742,10715,11960,6643,5598,5764,3665,1630,394,0,0,0,0,0,0
Liberty,TX,"Liberty, TX",30.15152688,-94.81205615,79884,29314,23288,5779,0.794,0.197,2312,59,39491,40393,21.9,65.8,10,0.3,0.6,0,48344,22153,16.2,24.7,14.9,22,18.1,20.3,88.9,6.5,0.3,1,1.2,2.2,36.9,28685,79.3,13.9,6.5,0.3,7.8,1.133542661,0,65.3,6223,12891,11536,12294,10875,11063,10389,7003,3048,1001,0,0,0,0,0,0
Liberty,MT,"Liberty, MT",48.56084317,-111.024307,2245,1083,821,249,0.758,0.23,35,0,1144,1101,0.9,98.6,0,0,0,0,46641,36525,13.9,33.3,24.8,14.3,23,4.6,47.6,7.3,0.8,34.9,0,9.4,10.7,1129,69.1,14.3,8.6,8,1.9,42.78990158,0,1.6,147,289,260,301,274,270,389,227,166,107,0,0,0,0,0,0
Liberty,FL,"Liberty, FL",30.23766008,-84.8829258,8347,3562,2846,693,0.799,0.195,539,11,5216,3131,4.9,74.9,18.2,0.4,0.4,0,36741,16937,17.8,24.8,27,21.6,12.9,13.7,76.4,9.8,5.6,0.4,4.6,3.2,33,2466,54.2,38.7,7.1,0,9.6,11.97031362,0,10,396,815,996,1438,1318,1223,1042,731,396,102,0,0,0,0,0,0
Licking,OH,"Licking, OH",40.09136236,-82.48185785,170678,91830,57965,32324,0.631,0.352,3064,67,83575,87103,1.7,91.2,3.5,0.1,1,0,59747,29093,11.8,36.1,16.5,24.6,9.1,13.8,83.6,8.1,0.3,2.6,1.2,4.2,25.8,83030,81.4,13.1,5.5,0.1,5.9,0.565412582,0,243.9,10599,22951,22942,20848,21156,23705,24662,17133,8713,3060,0,0,0,0,0,0
Limestone,AL,"Limestone, AL",34.81185586,-86.98310072,91695,48754,34337,13510,0.704,0.277,3108,34,45889,45806,5.8,77.2,13.1,0.7,1.2,0,52831,26685,14.8,36.1,15.5,21.5,11.3,15.7,88.3,7.5,0.1,0.5,0.8,2.8,25.7,38944,77.3,16.3,6.2,0.2,7.1,1.010969014,0,147.8,5393,12356,11190,12539,13080,14081,12927,8822,4395,1391,0,0,0,0,0,0
Limestone,TX,"Limestone, TX",31.5454767,-96.58095444,23480,9092,6786,2213,0.746,0.243,684,16,12071,11409,21.3,59.2,17.6,0.3,0.7,0,40356,21093,20.7,27.3,22.1,19.8,12.4,18.4,83.1,10.9,0,1.3,1,3.6,21.3,8824,64.3,25.7,10,0,10.3,4.266757691,0,25.8,1475,2859,2932,2982,2727,2708,3255,2673,1343,565,0,0,0,0,0,0
Lincoln,ME,"Lincoln, ME",44.05996956,-69.54227124,34021,2596,1723,813,0.664,0.313,65,1,16599,17422,1.1,96.2,0.3,0.5,0.9,0,54041,31522,11.8,34.5,19.7,19.1,15.6,11,76.8,10.4,0.6,3.3,1.8,7,24.8,16588,73.4,12.5,14.1,0.1,3.4,2.887336144,0,75.6,1436,3241,3262,3352,3353,4352,5828,5610,2816,1092,0,0,0,0,0,0
Lincoln,WA,"Lincoln, WA",47.57705241,-118.4194388,10344,6916,5095,1694,0.737,0.245,81,2,5264,5080,3.1,91.9,0.6,1.3,0.6,0.3,49460,26918,13.7,37.8,19,19.2,16.3,7.6,70.3,8.6,0.2,7.2,2.2,11.5,24.3,4126,63,28,8.5,0.5,4.2,9.141603437,0,4.6,554,1323,1134,899,1126,1194,1764,1595,809,342,0,0,0,0,0,0
Lincoln,AR,"Lincoln, AR",33.95317155,-91.74002806,13885,3870,2725,1031,0.704,0.266,2337,18,8643,5242,3.6,64.6,31.1,0.4,0,0,38873,13142,17.9,25.6,22.3,19.5,14.2,18.4,83.3,12.5,0,1.3,0.3,2.7,25.1,3359,70.4,24,4.6,1,8.1,7.678132678,0,25.2,537,1287,1773,2302,1959,1897,1579,1139,661,249,0,0,0,0,0,0
Lincoln,NE,"Lincoln, NE",41.04658298,-100.7475374,35569,17107,13071,3692,0.764,0.216,1033,8,17490,18079,8.2,88.4,0.9,0.2,0.6,0,55875,29687,12.6,29.7,17.3,23.1,13.2,16.6,85.2,7.4,0.3,3.2,0.8,3.1,14.8,17442,80.2,14.2,5.5,0.1,2.7,2.864180558,0,14.2,2110,4765,3985,4086,4423,4031,4980,3791,2019,995,0,0,0,0,0,0
Lincoln,NC,"Lincoln, NC",35.48508185,-81.21740317,80504,49850,36167,13178,0.726,0.264,2546,16,39867,40637,7,85.3,4.9,0.2,0.5,0,50782,27359,15.2,29.4,15.5,24.9,11.7,18.4,85.7,8.6,0.2,0.4,1,4.2,30,37100,83.3,11.3,5.2,0.2,7.9,1.161291821,0,262.7,4326,10040,9327,9418,10115,13035,12707,9146,4351,1305,0,0,0,0,0,0
Lincoln,GA,"Lincoln, GA",33.79201475,-82.45024131,7768,4650,3179,1435,0.684,0.309,241,7,3651,4117,1.5,65.4,32.2,0.1,0.2,0,37711,24529,23,20.5,19.3,22.3,18.5,19.4,85.9,8,0.2,0.6,1.8,3.5,33.3,3215,74.9,18.3,6.7,0.1,6,12.6246686,0,38,440,812,822,904,766,951,1335,1128,571,186,0,0,0,0,0,0
Lincoln,MS,"Lincoln, MS",31.53288662,-90.45391915,34542,14247,10107,3978,0.709,0.279,1483,61,16495,18047,1.1,67.2,30.8,0,0.7,0,37308,20627,23.6,32.6,14.4,26.1,12.2,14.7,89.7,5.8,0,0.5,1.2,2.8,29.6,13056,80.1,13,6.8,0.1,7.5,2.928000468,0,59.5,2079,4620,4049,4145,4367,4428,4636,3437,1765,679,0,0,0,0,0,0
Lincoln,LA,"Lincoln, LA",32.6003154,-92.6659741,47536,19275,11311,7559,0.587,0.392,1702,50,23206,24330,2.9,53.2,40.4,0.2,1.8,0,34424,21934,31.2,36.3,22.8,22.7,7,11.2,81.9,10.1,0.1,3.2,1.6,3.3,19.3,21219,69.8,24.7,5.6,0,8.8,4.278807069,0,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,TN,"Lincoln, TN",35.13738622,-86.58910106,33543,15575,12258,2909,0.787,0.187,972,4,16488,17055,3.2,87.4,6.8,0.2,0.4,0,42153,24029,16.9,26.5,13.1,22.5,11.8,26.1,84.7,11.1,0.4,0.8,0.8,2.2,27.7,14216,78,12.8,8.1,1,5.9,2.909852761,0,58.5,1875,4339,3788,3904,3875,4599,5107,3750,2201,679,0,0,0,0,0,0
Lincoln,OR,"Lincoln, OR",44.64252874,-123.869912,47307,30441,12336,17248,0.405,0.567,521,13,22779,24528,8.9,82.9,0.4,2.8,1.2,0.2,43291,25782,18.4,27.4,27.7,24.2,9.2,11.5,72.4,13,1.3,5,1.5,6.8,18.9,18891,72,16.1,11.7,0.2,6.5,2.001521156,0,47,2227,4747,4259,4715,5144,5398,8856,8929,3856,1257,0,0,0,0,0,0
Lincoln,SD,"Lincoln, SD",43.27841182,-96.7203905,53147,32396,19617,11981,0.606,0.37,3193,21,26250,26897,1.9,93.6,1,0.5,1.1,0,81849,39404,3,44.5,11.1,26.9,8.3,9.3,87.6,6.4,0,0.8,0.7,4.4,19.6,29254,85,9.4,5.4,0.2,2.1,1.63591153,0,77.7,4321,9653,6770,8518,8717,6899,6361,4699,1940,929,0,0,0,0,0,0
Lincoln,MT,"Lincoln, MT",48.54265777,-115.4046155,19249,11564,8516,2812,0.736,0.243,329,5,9634,9615,2.7,93.2,0.1,1,0.4,0,36934,22483,16.4,28.9,22.9,20.6,16.6,11,79.5,9,0.3,5,2.6,3.6,16.8,6529,67.8,18.3,13.3,0.6,9.9,5.005005005,0,5.4,883,2027,1688,1650,1914,2276,3686,3454,1722,494,0,0,0,0,0,0
Lincoln,OK,"Lincoln, OK",35.70270942,-96.8812462,34759,14888,12013,2609,0.807,0.175,836,22,17278,17481,3.2,82.8,1.8,7.9,0.2,0.1,47539,23911,14.3,29.1,16.2,23.3,15.4,15.9,83.8,9,0.1,1.9,1.5,3.7,29.1,14416,72.4,18.3,9.1,0.2,5.9,2.867219084,0,36,2057,4762,4108,3980,3995,4465,5153,3676,2035,689,0,0,0,0,0,0
Lincoln,CO,"Lincoln, CO",38.98749519,-103.5136649,5520,2630,2118,467,0.805,0.178,25,0,3522,1998,22.7,66.4,9,1,0.2,0.3,44725,14765,14,37,22.4,23.6,9.4,7.6,72.3,11.6,0,5.1,2,9,17.3,1453,55.5,29.1,14.5,0.9,3.7,17.54078232,0,2.1,303,633,650,892,711,714,722,509,312,164,0,0,0,0,0,0
Lincoln,MN,"Lincoln, MN",44.41311883,-96.26688165,5724,3114,2120,937,0.681,0.301,208,0,2882,2842,1.7,96.7,0.3,0.3,0.2,0,51102,28382,11.4,35.2,16.3,19.1,17.1,12.2,73.1,10.1,0.1,5.8,0.4,10.6,21.8,2816,71,12.4,16.2,0.5,3,17.73364072,0,11,342,779,543,544,603,624,830,625,481,302,0,0,0,0,0,0
Lincoln,MO,"Lincoln, MO",39.05345619,-90.95588181,54800,28814,21702,6553,0.753,0.227,1312,5,27365,27435,2.3,93.4,1.9,0.2,0.4,0.1,58603,24023,13.2,25.6,16,23.3,14.7,20.4,86.7,8.5,0.2,0.3,1.3,3,33.1,25119,84.6,10,5.2,0.2,6.3,3.389083761,0,83.9,3995,8149,7005,7972,7211,7573,8041,4672,2256,812,0,0,0,0,0,0
Lincoln,ID,"Lincoln, ID",43.0012336,-114.1358773,5296,1940,1469,414,0.757,0.213,240,3,2735,2561,29.8,67.3,0,0.5,0.2,0,46383,19095,11.5,21.3,17.6,18,22.5,20.6,70.2,15.5,1.2,3.4,3.4,6.3,28.7,2379,75.4,14.3,10.2,0.1,3.1,18.63585539,0,4.3,367,899,751,605,743,622,615,472,195,91,0,0,0,0,0,0
Lincoln,KY,"Lincoln, KY",37.45475628,-84.6565327,24413,10913,8489,2254,0.778,0.207,360,19,11960,12453,1.6,94.3,2.2,0.2,0,0,37930,19351,23.8,25.7,21.7,18.3,11.7,22.6,80,11.3,0.2,2,0.3,6.2,28.2,9547,72.7,15.7,11.6,0.1,8.7,4.073485682,0,74.1,1658,3213,2801,2907,2783,3440,3351,2610,1417,464,0,0,0,0,0,0
Lincoln,WY,"Lincoln, WY",42.26376367,-110.6563997,18791,10468,8643,1509,0.826,0.144,370,3,9630,9161,4.5,92.5,0.3,0.3,0.3,0,63756,29516,9.3,31.2,16.2,19.5,21,12.1,74.3,15.8,1.4,2.5,1.5,4.5,26.2,9124,73.9,18.2,7.6,0.3,6,5.042864347,0,4.4,1312,2971,2162,1901,2529,2227,2956,2189,911,276,0,0,0,0,0,0
Lincoln,NM,"Lincoln, NM",33.74526079,-105.4586166,19497,10306,6942,3194,0.674,0.31,395,6,9399,10098,31.9,63.4,0.6,1.6,0.5,0,42145,26820,15.4,28.1,25,25.8,11.4,9.8,72.3,14.9,0.1,3.1,2.1,7.6,21.1,7057,63.4,21.4,14.3,0.9,5.2,5.109339873,0,4.2,915,2055,1807,1836,1849,2158,3319,3348,1750,519,0,0,0,0,0,0
