county,state,county_state,lat,long,totalpop,total_votes20,votes20_donald_trump,votes20_joe_biden,percentage20_donald_trump,percentage20_joe_biden,cases,deaths,men,women,hispanic,white,black,native,asian,pacific,income,incomepercap,poverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010,age_oto4,age_5to14,age_15to24,age_25to34,age_35to44,age_45to54,age_55to64,age_65to74,age_75to84,age_84plus,evangelicals,protestant,catholic,orthodox,muslim,other
Stevens,KS,"Stevens, KS",37.1923008,-101.3118967,5741,1997,1731,233,0.867,0.117,245,1,2942,2799,35.2,62,0.1,0.3,0.3,0.2,57500,24691,16.8,33,11.2,16.5,20.7,18.7,80.3,12.3,0,3.1,0.4,3.9,15.7,2569,71.7,14.8,13.5,0,4.5,18.23154057,0,7.9,343,988,729,589,657,684,685,463,256,165,0,0,0,0,0,0
Stevens,MN,"Stevens, MN",45.58613007,-96.00163705,9759,5062,3044,1921,0.601,0.379,205,1,4850,4909,5,89.1,0.8,1.7,1.9,0.3,57552,31419,15.4,33.9,20.7,20.4,12.4,12.6,76.9,5.9,1.2,9.7,0.5,5.8,11.6,5248,74.2,18,7.6,0.3,2.6,10.19887812,0,17.3,541,1185,2309,1078,1009,852,1093,826,503,357,0,0,0,0,0,0
Stewart,GA,"Stewart, GA",32.07996777,-84.83208037,5832,1990,801,1182,0.403,0.594,571,16,3618,2214,20.3,25.8,50.3,0.2,2.2,0,22413,14954,41.5,31.6,18,22.6,6.9,20.9,85.7,10.3,0,3.2,0,0.8,26.8,1369,62.7,36.2,1.1,0,11.8,15.10345869,0,13.2,203,431,973,1426,867,682,653,533,277,154,0,0,0,0,0,0
Stewart,TN,"Stewart, TN",36.50235092,-87.83920548,13248,6283,4942,1230,0.787,0.196,362,13,6582,6666,2.6,92,1.1,0.5,0.9,0.3,44090,22680,19,26.9,18.7,22.4,13.9,18.1,82.4,10.6,0.3,1.3,3,2.4,34.7,5181,70.6,23.6,5.6,0.2,8.2,7.291286912,0,29,744,1544,1539,1425,1564,1953,2034,1663,826,269,0,0,0,0,0,0
Stillwater,MT,"Stillwater, MT",45.67071407,-109.3950061,9342,5707,4430,1155,0.776,0.202,231,3,4651,4691,3.5,93.4,0.2,1,0.2,0,61998,31583,6.5,31.8,15.6,19.1,19.2,14.3,64.5,14.1,1.8,7.7,3.6,8.3,24.1,4508,76.3,12.7,10.5,0.6,3.6,10.37129226,0,5.1,428,1196,1043,803,1065,1183,1656,1370,614,176,0,0,0,0,0,0
Stoddard,MO,"Stoddard, MO",36.85571651,-89.9444155,29634,13410,11460,1814,0.855,0.135,951,15,14405,15229,1.6,95.6,1.5,0.1,0.1,0,40076,21684,16.8,26.5,15.7,24,12.3,21.5,82.9,10.8,0.4,2,1,2.8,22.1,12837,77,13.5,9.5,0,7.1,3.445305771,0,36.4,1652,3566,3389,3475,3511,3705,4061,3169,1865,813,0,0,0,0,0,0
Stokes,NC,"Stokes, NC",36.4017975,-80.23893369,46124,25525,19997,5258,0.783,0.206,719,12,22555,23569,2.8,91.3,4,0.3,0.4,0,44490,23500,13.9,29.6,18.6,18.6,11.7,21.6,88.4,6.3,0,0.6,0.4,4.2,28.7,20624,80.2,13,6.5,0.3,7,4.386830734,0,105.6,2041,4807,5005,4745,4889,6890,7422,5541,3037,1090,0,0,0,0,0,0
Stone,AR,"Stone, AR",35.86251946,-92.15684085,12443,5938,4616,1180,0.777,0.199,409,21,6242,6201,1.8,94.9,0.1,0.6,0.1,0,33091,19881,24.2,31.4,18.7,14.1,24.4,11.4,73,10.8,0,3.5,3.9,8.9,23.3,4345,60.7,17.4,21.8,0.1,8.3,15.99232368,0,20.4,596,1370,1200,1171,1274,1365,2065,1875,1144,397,0,0,0,0,0,0
Stone,MO,"Stone, MO",36.75000327,-93.45256475,31529,18378,14716,3486,0.801,0.19,753,11,15426,16103,2.1,95.1,0.2,1.1,0.1,0.1,43292,26052,12.8,27.8,19.1,25.8,15.9,11.4,76.7,13.4,0,1.9,0.5,7.5,28.9,12223,78.4,10.2,11.2,0.3,7.7,3.129694542,0,69.4,1213,2959,2893,2525,2834,3767,5721,5937,3098,802,0,0,0,0,0,0
Stone,MS,"Stone, MS",30.79187949,-89.11547539,17981,6546,5239,1208,0.8,0.185,510,14,9096,8885,1.9,76.8,19.2,0.4,0,0,46283,21615,17.3,22.7,20.9,19.1,18.2,19.1,77.7,12.8,0.5,2.1,5.6,1.3,32.9,7588,70.5,21.7,7.8,0.1,5.6,5.453752182,0,39.9,1053,2205,3270,2287,2173,2308,2430,1899,868,224,0,0,0,0,0,0
Storey,NV,"Storey, NV",39.44875482,-119.5250207,3891,2874,1907,901,0.664,0.314,22,0,1894,1997,6.7,86.7,0.7,1.4,1.9,0,63607,36388,7.7,30.3,23.4,28.4,11.9,6,82.8,6.9,1.6,3.7,0.4,4.5,26.7,1768,74.4,14.5,11.1,0,4.2,24.25418385,0,15.3,98,292,288,325,359,519,880,850,322,96,0,0,0,0,0,0
Story,IA,"Story, IA",42.03621213,-93.46499005,95888,50668,20200,28975,0.399,0.572,4251,18,49985,45903,3.3,84.5,1.9,0.3,7.3,0,52671,27392,22,46.7,17.3,20,6.6,9.4,72.8,6.2,5.7,7.3,3,5,17.7,51305,66,29.3,4.7,0.1,4.4,1.029685843,0,156.3,4468,8955,33150,12902,9677,8146,8995,6647,3483,1682,0,0,0,0,0,0
Strafford,NH,"Strafford, NH",43.291833,-71.02336013,126552,2802,1408,1330,0.502,0.475,787,14,61938,64614,2.2,91.4,0.8,0,3.2,0,67805,32540,9.5,38.1,17.8,23.5,7.8,12.8,78.9,8.4,2.4,4.8,1.7,3.9,26.7,69103,79,16.1,4.9,0,4.4,0.765503357,0,333.7,6217,13615,24777,17270,14389,16599,17688,11669,5425,2441,0,0,0,0,0,0
Stutsman,ND,"Stutsman, ND",46.97962541,-98.95637318,21058,9959,6994,2676,0.702,0.269,1061,8,10781,10277,2.3,92.9,1.1,1.5,0.6,0.1,56088,31182,11.1,36.7,20.9,19,11.6,11.7,80.5,9.9,0.7,3.4,1.5,3.9,15,11038,76.3,15.8,7.4,0.6,1.5,4.829984544,0,9.5,1123,2383,2909,2576,2421,2393,3119,2180,1129,684,0,0,0,0,0,0
Sublette,WY,"Sublette, WY",42.76558279,-109.9130922,10037,4970,3957,882,0.796,0.177,187,1,5447,4590,7.3,89.2,0,0.1,0.1,0,84911,32175,7.4,41.9,14.2,13.1,15.8,14.9,76.5,8.6,0.4,6.6,0.9,7,20.9,5396,72.6,23.9,3.4,0.2,4.2,10.1719052,0,2.1,532,1307,958,1121,1297,1254,1433,1183,548,180,0,0,0,0,0,0
Suffolk,NY,"Suffolk, NY",40.88320119,-72.8012172,1497595,601261,333617,259463,0.555,0.432,49538,2021,737373,760222,18.6,68.5,7.2,0.1,3.8,0,92838,40277,7.2,38.4,17.2,25.7,9.4,9.4,79.7,7.8,6.4,1.5,1.1,3.6,32,744660,77.5,17.6,4.8,0.1,5.4,0.067723102,0,1637.4,79299,174308,193248,175904,173880,219141,215557,140168,74839,34749,0,0,0,0,0,0
Sullivan,TN,"Sullivan, TN",36.51240691,-82.30412917,156519,74206,55774,17226,0.752,0.232,4144,53,75908,80611,1.8,93.7,1.9,0.1,0.6,0,42251,25946,16.6,33.2,17.9,26,9.3,13.6,86,8,0.2,0.7,1.6,3.5,21.4,66637,80.6,12.1,7.1,0.2,6.8,0.631520449,0,379.4,7622,17187,17284,18434,17693,22092,22827,19330,11180,4019,0,0,0,0,0,0
Sullivan,NY,"Sullivan, NY",41.71579493,-74.76394559,75783,26931,15555,10995,0.578,0.408,1818,48,38941,36842,15.4,72.5,7.7,0.1,1.6,0,53877,28224,15.9,31.1,22.7,23.8,11.4,10.9,81.1,7.9,2.2,2.8,1.3,4.7,30.6,32610,72.9,20.4,6.6,0.1,9.3,1.325697317,0,80.1,4280,8927,8783,9011,8680,10384,11195,8597,4242,1399,0,0,0,0,0,0
Sullivan,NH,"Sullivan, NH",43.36094111,-72.22203125,43073,412,186,216,0.451,0.524,93,1,21263,21810,1.4,95.4,0.4,0.3,0.6,0,59419,31301,9.4,35,14.7,23.6,9.1,17.6,80.3,10.3,0.3,3.1,1.1,4.8,24.1,21646,80.4,12.8,6.8,0.1,3.7,2.317711955,0,81.4,2037,4569,4440,4911,4743,6022,7165,5566,2526,1165,0,0,0,0,0,0
Sullivan,IN,"Sullivan, IN",39.08952258,-87.41414469,20900,9004,6687,2153,0.743,0.239,500,14,11235,9665,1.7,92.1,3.7,0.2,0.8,0,45031,22239,15.6,26.2,18.7,18,16.5,20.6,87.5,9.3,0.2,1.8,0.3,0.9,22.8,8087,82.9,12.4,4.5,0.2,5.9,4.838163433,0,48,1043,2192,2453,2940,2751,2858,2735,2193,1057,468,0,0,0,0,0,0
Sullivan,PA,"Sullivan, PA",41.44634738,-76.51246591,6192,3599,2622,921,0.729,0.256,21,1,3234,2958,1.8,93.1,2.5,0.5,0.5,0,45519,26720,13.1,25,17.9,18.3,21.3,17.6,78.4,11.1,0.1,2.7,0.3,7.4,31.5,2612,74.9,13.9,10.5,0.7,8.8,16.48532806,0,14.3,175,319,657,580,606,783,1233,960,553,205,0,0,0,0,0,0
Sullivan,MO,"Sullivan, MO",40.2099105,-93.11150106,6382,2471,1974,478,0.799,0.193,381,3,3187,3195,18.5,77.5,1.8,0.4,0.4,0,42034,21168,15.9,28,14.2,15.6,13.5,28.8,72,20.2,0,1.8,1.1,4.9,16.2,2681,75.6,13.8,10.1,0.4,3.4,16.42305797,0,10.4,410,754,736,625,704,867,866,711,402,146,0,0,0,0,0,0
Sully,SD,"Sully, SD",44.71571812,-100.1278092,1390,930,726,185,0.781,0.199,45,0,756,634,0.9,95.5,0,1.5,0,0,60694,39888,3.3,42.3,10.3,17.7,24,5.6,68.6,9,1.8,6.2,0,14.5,14.6,728,63.5,19.9,16.2,0.4,0.5,71.8907261,0,1.4,78,167,124,139,147,153,236,200,95,53,0,0,0,0,0,0
Summers,WV,"Summers, WV",37.65390597,-80.86009693,13210,5585,4074,1448,0.729,0.259,140,1,5969,7241,1.2,91.8,4.9,0.3,0,0,35218,20142,19,30.7,19.6,21.7,12.8,15.2,84.1,9.5,0,2.9,0.3,3.3,29.7,4436,67.5,24.7,7.7,0.1,11.1,7.953551261,0,38.6,515,1161,1203,1369,1578,1683,2074,1869,943,365,0,0,0,0,0,0
Summit,CO,"Summit, CO",39.63803232,-106.1150762,29722,18330,5275,12535,0.288,0.684,778,4,16218,13504,14,81.9,0.9,0.3,0.4,0.2,73538,37192,10.3,27.8,29.2,22.4,11.9,8.7,72.4,3.8,6.7,7.1,1.8,8.1,16.4,19358,82.8,10.2,7,0,3.3,6.449324433,0,46,1404,2812,2956,6297,4662,4376,4265,3078,976,181,0,0,0,0,0,0
Summit,OH,"Summit, OH",41.12464734,-81.53123079,541318,273915,122023,148151,0.445,0.541,7580,272,262534,278784,2,77.8,14.4,0.2,3,0,53291,30803,13.6,37.5,17,26.1,6.2,13.2,85.9,6.9,1.8,1.3,0.6,3.5,22.8,264003,85,10.7,4.3,0.1,6.4,0.369676884,0,1312.6,30222,62678,66635,72377,63166,70849,78759,56317,27773,13142,0,0,0,0,0,0
Summit,UT,"Summit, UT",40.86688146,-110.9535882,39731,25439,9928,14947,0.39,0.588,1511,1,20499,19232,11.4,84.8,0.7,0.2,1.6,0,94952,52671,7.5,46.8,18.4,19.3,7.9,7.6,73.1,6.5,1.6,2.2,2.7,13.9,25,21711,80.1,12.6,7.2,0.2,2.3,4.745521414,0,19.4,2279,5922,5417,5026,5427,6301,6281,3674,1294,312,0,0,0,0,0,0
Sumner,TN,"Sumner, TN",36.46824103,-86.45917204,175730,92529,63404,27630,0.685,0.299,6500,117,85968,89762,4.5,85.2,6.8,0.3,1.3,0.1,61584,30669,9.7,35,15.4,27.1,8.3,14.2,83.9,8.4,0.4,0.6,1.4,5.2,27.8,87498,80.4,11.8,7.5,0.2,4.5,1.045571222,0,303.4,11333,24945,22056,23297,24713,26284,24857,17930,8682,3052,0,0,0,0,0,0
Sumner,KS,"Sumner, KS",37.23682549,-97.47721621,23336,10779,7998,2551,0.742,0.237,311,3,11658,11678,5.3,90,0.9,1,0.4,0,52695,25393,11.8,31.3,16.4,20.6,13.1,18.6,81.8,9.4,0.2,2.7,0.7,5.2,23.5,10759,75.4,17.3,7,0.2,5.1,4.379050622,0,20.4,1349,3256,2773,2602,2666,2609,3438,2383,1291,629,0,0,0,0,0,0
Sumter,FL,"Sumter, FL",28.70181754,-82.0794267,116754,92609,62757,29331,0.678,0.317,2960,86,58883,57871,5.7,84.7,7.3,0.3,0.7,0,54771,33168,9.2,30.4,21.6,28.1,9,11,75.8,6.1,0.3,0.9,6.9,10.1,25.2,23889,79.2,13,7.6,0.2,6.6,0.755172935,0,170.8,2523,5136,5371,7523,7569,8588,17898,42567,26005,5574,0,0,0,0,0,0
Sumter,GA,"Sumter, GA",32.03650571,-84.19821492,30687,12150,5732,6318,0.472,0.52,967,68,14492,16195,5.3,39.8,52.3,0.1,1.1,0,34219,18785,33.4,31.2,17.8,20.6,9,21.4,79.8,13,0,3.3,0.5,3.3,20.3,11558,74.5,19.8,5.7,0,10.6,6.774149844,0,68,1799,3825,5316,3533,3169,3547,3565,3031,1417,531,0,0,0,0,0,0
Sumter,SC,"Sumter, SC",33.91826534,-80.37942316,107379,48920,21000,27379,0.429,0.56,3619,89,51688,55691,3.8,45.7,46.9,0.3,1.2,0,41946,21733,21.1,28.1,17.6,23.8,8.8,21.7,84.6,10.2,0.3,2,1.1,1.8,22.3,42439,74.9,18.9,6,0.1,11.4,0.937022704,0,161.6,7089,14183,14686,15094,11917,12476,13551,10132,5425,1959,0,0,0,0,0,0
Sumter,AL,"Sumter, AL",32.59117397,-88.19916205,13084,6282,1598,4639,0.254,0.738,488,21,6033,7051,0.3,24.6,70.7,0.5,3,0,21663,14739,36,25.5,26.9,22.6,4.9,20.1,87.4,7.3,0.3,3.1,0.1,1.8,26.1,4353,73.4,23.6,3,0,13.4,8.046994448,0,15.2,728,1277,2878,1369,1053,1320,1780,1262,664,360,0,0,0,0,0,0
Sunflower,MS,"Sunflower, MS",33.60192578,-90.58882684,26915,9628,2784,6741,0.289,0.7,1681,51,14114,12801,1.6,24.2,73.7,0.1,0.1,0,28556,14427,32.5,28,20.1,23.6,9.7,18.6,83.1,11.1,0.5,2.6,1.6,1,18.8,8371,71.8,22.7,5,0.5,17.6,7.964954202,0,42.2,1441,3295,3502,4278,3382,3281,3038,2103,1007,408,0,0,0,0,0,0
Surry,NC,"Surry, NC",36.41689489,-80.69102283,72315,36290,27344,8635,0.753,0.238,1998,33,35166,37149,10.2,84.4,3.7,0.3,0.6,0,39071,22533,17.6,30.2,16.7,21.6,13.6,17.9,85.5,9.7,0.6,0.5,0.7,3,24.5,30352,80.5,13.3,5.8,0.4,5.1,1.3930875,0,138.4,3801,8622,8412,7743,8105,10269,10252,8420,4546,1778,0,0,0,0,0,0
Surry,VA,"Surry, VA",37.11781893,-76.88450012,6670,4462,2025,2397,0.454,0.537,142,5,3213,3457,0.8,52.1,45.6,0,0.4,0,54656,27162,13.6,24,15.8,20.8,17.6,21.7,77.8,12.3,2.5,0.8,2,4.6,39.3,3099,74.2,20.6,5,0.2,7.7,15.57147306,0,25.3,265,602,656,713,575,918,1277,883,435,150,0,0,0,0,0,0
Susquehanna,PA,"Susquehanna, PA",41.82147784,-75.80071959,41716,21325,14879,6084,0.698,0.285,420,28,20988,20728,1.7,96.4,0.6,0.2,0.4,0,52014,27823,13,27.2,17.4,21.3,14.8,19.3,82.9,8.7,0.1,2.4,0.5,5.4,28,18522,80.5,9.9,9.2,0.4,6.7,2.479666733,0,52.7,1857,4266,4119,4123,4048,5451,7121,5467,3031,1106,0,0,0,0,0,0
Sussex,DE,"Sussex, DE",38.66143781,-75.39031349,215551,129352,71230,56682,0.551,0.438,8170,236,104514,111037,9.2,74.9,12.1,0.4,1.2,0,57901,31874,12,33.3,18.7,24,11.2,12.8,83.4,7.3,0.7,1.6,1.3,5.6,25.3,94271,79.3,14.8,5.8,0.1,6.1,0.426939908,0,210.6,11499,24083,21161,23418,21602,26483,37465,39551,18272,5752,0,0,0,0,0,0
Sussex,NJ,"Sussex, NJ",41.13891592,-74.69118243,143570,84806,49609,33142,0.585,0.391,1761,197,71475,72095,7.5,87.2,2,0,2,0,89238,41272,5.3,39.5,16.3,25.5,9.4,9.3,83.8,7.3,1.8,1.2,0.7,5.2,38.2,75370,79.7,14.4,5.8,0.1,6.4,1.423609134,0,287.6,6369,15715,17259,15406,15686,22109,23893,15175,6576,2611,0,0,0,0,0,0
Sussex,VA,"Sussex, VA",36.92432914,-77.25791182,11595,5114,2227,2851,0.435,0.557,643,13,7552,4043,2.9,38.1,56.1,0.4,0.3,0,44608,15882,17.8,29.7,19.1,22.5,14.1,14.6,84.1,7.5,0.6,1.5,3.3,3,33.7,2684,72.7,21.3,5.2,0.8,5.5,8.961376467,0,24.7,477,964,1317,2049,1367,1539,1528,1152,608,236,0,0,0,0,0,0
Sutter,CA,"Sutter, CA",39.03417539,-121.6945899,95583,41694,23864,16961,0.572,0.407,1912,12,47613,47970,30.2,47.3,1.8,0.7,15.1,0.4,54347,24849,16.7,29.6,19.1,22.3,16.5,12.5,78.4,13,0.8,1.8,1.4,4.6,26.4,38207,76.7,16.7,6.1,0.5,10.5,2.062472286,0,157.3,6735,14038,12632,13712,11689,11446,11653,8143,4787,1972,0,0,0,0,0,0
Suwannee,FL,"Suwannee, FL",30.19746066,-82.9909967,43814,21057,16410,4485,0.779,0.213,3022,78,22204,21610,8.8,75.7,13.3,0.1,0.1,0,40600,21565,20.4,24.5,25.9,20.4,14.4,14.9,77.1,14.6,0.1,1.1,3.2,4,25.9,16629,76.5,16.9,6.4,0.2,9.1,2.251390233,0,60.3,2383,5386,4936,5497,4818,5468,6261,5268,3017,1157,0,0,0,0,0,0
Swain,NC,"Swain, NC",35.48665845,-83.48748932,14208,7026,4152,2765,0.591,0.394,298,4,6865,7343,4.9,62.7,0.5,27.6,0.4,0,35271,20918,20.9,27.9,31.6,18.5,11.6,10.5,87.2,8.2,0,1.3,1.5,1.8,18.7,5578,64.7,28.1,7.2,0,7.4,21.0216523,0,26.5,962,1690,1682,1791,1642,1795,1954,1601,843,285,0,0,0,0,0,0
Sweetwater,WY,"Sweetwater, WY",41.65943896,-108.8827882,44527,16603,12229,3823,0.737,0.23,585,2,22981,21546,16,79.6,0.8,0.6,0.6,0.5,71083,31700,12,27.7,16.1,20,20.8,15.4,77.5,14.4,2.6,2.8,1.3,1.5,20.5,22739,78.4,17.8,3.8,0,5.2,2.361665446,0,4.2,2949,6466,5542,6023,6224,4878,5755,3432,1311,471,0,0,0,0,0,0
Swift,MN,"Swift, MN",45.2829032,-95.68264092,9448,5185,3316,1784,0.64,0.344,245,2,4733,4715,4.5,92.5,2.1,0,0.3,0.1,49556,29470,12.2,30,14.9,22.1,11.8,21.1,76.9,9.6,0.3,6.2,1.6,5.5,17.3,4751,76.3,13.8,9.6,0.2,3.3,10.79214332,0,13.2,570,1231,966,1012,1050,1100,1372,1034,638,372,0,0,0,0,0,0
Swisher,TX,"Swisher, TX",34.53028891,-101.7349174,7541,2353,1842,478,0.783,0.203,161,5,3955,3586,43.1,47.5,5.7,0.5,0.2,0.1,37883,18878,22.2,30.3,19.2,22,13.8,14.7,83.3,7.5,0.2,3.3,1.1,4.5,19.7,2704,72.1,15.3,12.5,0,5.9,13.51899419,0,8.8,464,1098,1030,1046,842,842,821,700,432,187,0,0,0,0,0,0
Switzerland,IN,"Switzerland, IN",38.82767338,-85.03022429,10617,4152,3133,964,0.755,0.232,110,0,5497,5120,1.4,95.7,0.8,0,0.5,0,43468,21511,19.7,16.6,23.2,19.9,18.4,21.9,79,12.9,0,1.2,1.1,5.7,37.4,4378,78.9,14.9,6.2,0,6.6,9.301460329,0,48.1,674,1535,1221,1172,1298,1462,1500,1080,587,188,0,0,0,0,0,0
Talbot,MD,"Talbot, MD",38.76618159,-76.10882561,37461,21305,10524,10408,0.494,0.489,660,6,17595,19866,6.5,77.6,11.4,0.1,1.4,0.1,65595,44785,10,43.2,18.1,21.6,9.8,7.3,78.1,9.7,1.3,3.3,1.2,6.3,26.6,17863,75.5,14.7,9.7,0,4.4,2.689545736,0,140.7,1714,3822,3394,3654,3444,4451,5685,5627,3641,1536,0,0,0,0,0,0
Talbot,GA,"Talbot, GA",32.69642758,-84.53351366,6423,3522,1392,2114,0.395,0.6,180,8,3030,3393,2.3,40.2,56.4,0.1,0.5,0,37226,21351,16.9,17.3,23.1,19.8,12.4,27.3,77.5,14.2,0.1,0.8,4.5,2.9,34.5,2620,80.2,15.3,3.9,0.6,8.2,16.14205004,0,17.5,257,576,589,662,612,857,1190,941,454,134,0,0,0,0,0,0
Taliaferro,GA,"Taliaferro, GA",33.56543317,-82.88136816,1844,928,360,561,0.388,0.605,31,0,938,906,4.2,33.7,61.6,0,0.3,0,30500,17939,31,19.5,21.5,17.1,18.2,23.8,74,21.4,0,0.6,2.4,1.6,32.9,627,72.9,21.4,5.7,0,9.5,65.06180872,0,8.8,66,164,146,173,175,207,254,240,114,69,0,0,0,0,0,0
Talladega,AL,"Talladega, AL",33.37823223,-86.16886178,80888,35591,22210,13092,0.624,0.368,2808,38,39140,41748,2.2,63.1,32.1,0.3,0.6,0,39219,21382,19.3,28.6,16.3,22.2,10.4,22.5,83.7,10.3,0.5,1.6,1.2,2.6,24.8,30937,79,15.9,4.9,0.3,10,1.250343845,0,111.7,4281,9478,9796,10261,9476,10874,11292,8664,4349,1357,0,0,0,0,0,0
Tallahatchie,MS,"Tallahatchie, MS",33.95339918,-90.1729398,14552,5691,2488,3105,0.437,0.546,870,26,8496,6056,15,35.4,47.2,0.4,1.5,0.2,30000,14163,28.3,31.6,22,16.5,11.6,18.3,83.2,8,0,3.3,0.1,5.4,26.1,3960,69.8,22.5,7.6,0.1,13.7,7.241653994,0,23.8,788,1519,1898,2442,1813,1752,1685,1177,651,262,0,0,0,0,0,0
Tallapoosa,AL,"Tallapoosa, AL",32.86698258,-85.79833053,40756,20888,14905,5815,0.714,0.278,1403,87,19616,21140,2.4,68.9,27.2,0.4,0.4,0,42181,22430,21.2,28.3,15.1,21,11.7,23.9,85,10.1,0.1,0.9,1,2.9,25.2,15317,81.2,13.8,4.7,0.3,9.2,2.477271038,0,58.1,2235,4733,4473,4624,4137,5385,6179,5211,2706,814,0,0,0,0,0,0
Tama,IA,"Tama, IA",42.07991767,-92.53266945,17236,9026,5303,3577,0.588,0.396,1053,38,8530,8706,8.7,82.2,0.6,6.9,0.4,0,56110,27074,11.8,28.6,17.8,20.7,12.4,20.5,78.8,12.8,0.1,3,1.5,3.9,22.7,8479,76.5,14.7,8.3,0.4,3.8,17.7999288,0,24.6,1097,2228,2074,1762,1772,2116,2520,1766,1017,552,0,0,0,0,0,0
Taney,MO,"Taney, MO",36.65465345,-93.04075153,54308,26240,20426,5325,0.778,0.203,1879,35,26360,27948,5.6,89.4,1,0.8,0.9,0.1,39661,21381,17.1,27.3,24.9,30.4,8.7,8.7,75,15.6,0.7,2.8,1.1,4.9,21.2,24422,82.8,9.3,7.7,0.1,6.3,1.78801316,0,81.7,3189,6541,7379,6344,6114,6629,7548,6979,3897,1232,0,0,0,0,0,0
Tangipahoa,LA,"Tangipahoa, LA",30.62888673,-90.40664996,128850,57661,37806,18887,0.656,0.328,5079,126,62548,66302,4.1,63.5,29.4,0.3,0.7,0,45901,23520,21.9,29,19.2,26,12.1,13.7,78.7,14.6,0.4,1.5,1.6,3.2,31.3,55791,79.4,15.1,5.4,0.1,8.9,0.742070972,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taos,NM,"Taos, NM",36.58006022,-105.6310198,32809,17035,3663,13030,0.215,0.765,262,5,16054,16755,56.8,35.4,0.2,6.5,0.2,0,35314,23229,21.3,34.7,26.9,22.3,11,5.1,69.9,12.3,0.3,3.5,1.7,12.2,20.2,13739,65.2,18.8,15.8,0.2,9.7,3.055954527,0,15,1448,3270,3242,3300,3639,4031,5217,5348,2470,870,0,0,0,0,0,0
Tarrant,TX,"Tarrant, TX",32.77143818,-97.29101614,1983675,831322,408224,409752,0.491,0.493,68233,836,971142,1012533,28.2,48.3,15.6,0.3,5.1,0.2,62532,30857,13.5,36.6,16.2,25.2,9,13,82.5,10.2,0.6,1.2,1.2,4.3,27,974947,83,11.3,5.6,0.1,5.4,0.047562086,0,2094.7,146515,309977,286577,312396,285369,270039,238871,144440,65110,25637,0,0,0,0,0,0
Tate,MS,"Tate, MS",34.65133709,-89.94485778,28333,12923,8619,4122,0.667,0.319,1268,39,13879,14454,2.5,64.8,30,0.1,0.3,0.1,46233,21671,19.3,28.9,15.4,23.5,14.3,17.9,84.7,10.4,0,1.1,1.2,2.5,32.1,11649,82.5,13.6,3.8,0.1,7.7,3.530948766,0,71.4,1667,3669,4587,3553,3162,3600,3722,2907,1413,479,0,0,0,0,0,0
Tattnall,GA,"Tattnall, GA",32.04785085,-82.05539188,25402,8183,6053,2061,0.74,0.252,955,16,14892,10510,10.8,58.4,29.2,0.2,0.2,0,36355,16279,23.7,29.6,19.5,21,18.7,11.3,76.5,11.4,0.3,1.2,5.3,5.5,24.9,7655,67.2,24.9,7.8,0.1,4,3.954757573,0,53.2,1279,3003,3252,4126,3547,3497,3058,2172,1128,329,0,0,0,0,0,0
Taylor,GA,"Taylor, GA",32.55792548,-84.25077141,8267,3839,2418,1387,0.63,0.361,237,12,4047,4220,1,57.5,40.4,0,0.9,0,29875,18482,28.2,28.2,20.9,20.4,13,17.5,85.5,11.4,0.3,0.2,1.7,0.9,28.9,2974,63.1,31,6,0,14.1,12.46882793,0,23.6,402,925,893,943,890,1126,1234,946,504,176,0,0,0,0,0,0
Taylor,TX,"Taylor, TX",32.30163422,-99.89007449,135371,54924,39439,14489,0.718,0.264,2298,69,66258,69113,23.8,64.5,7.4,0.5,1.9,0.1,49161,25419,16.1,30.6,22.3,25,11.5,10.6,81.1,10.3,0.6,2.2,1,4.8,16.9,62872,78,15.7,6,0.2,4.4,0.724459191,0,143.6,10099,18737,24749,20214,15625,13367,15064,10695,6328,2762,0,0,0,0,0,0
Taylor,IA,"Taylor, IA",40.73710579,-94.69778563,6214,3242,2463,746,0.76,0.23,273,2,3152,3062,7.5,90.7,0.3,0,0.7,0,46825,27344,11,30.4,13.9,16.5,12.8,26.3,80.6,10.4,0,3.6,1.4,4.1,21.2,3004,70.6,16.6,12.7,0,2.8,16.3371998,0,11.9,406,812,687,653,699,697,868,752,403,214,0,0,0,0,0,0
Taylor,KY,"Taylor, KY",37.3677562,-85.3329931,25406,12510,9376,2961,0.749,0.237,530,7,12381,13025,2.3,89.8,4.7,0,0.9,0,36455,19885,23.1,26.1,17,26,10.3,20.6,82.1,9.1,0.1,3.8,1.3,3.7,19,10454,81.8,12.3,5.6,0.3,7.6,7.761263534,0,92,1624,3084,3947,3184,2699,2967,3445,2579,1520,500,0,0,0,0,0,0
Taylor,WV,"Taylor, WV",39.33602617,-80.0421439,16977,7334,5439,1787,0.742,0.244,172,8,8645,8332,0.4,96.1,1.3,0,1.2,0,45916,23683,15.7,33.4,17.3,21.6,11.6,16.1,88.5,6.1,0,0.4,2.5,2.5,30.2,6905,77.9,18.1,4,0,8.9,5.989817311,0,97.8,889,1914,1683,2068,2115,2339,2443,1970,1041,400,0,0,0,0,0,0
